fitur,importance
is_libur,0.4027548712167679
day_of_month,0.1398344566673872
rata_curah_hujan,0.0833399429890155
rata_kelembapan,0.07429555640293804
rata_kecepatan_angin,0.05785896199932094
rata_suhu_terasa,0.05067230183682346
day_of_week,0.04714101693987844
rata_suhu,0.04502705807514473
rata_cloudness,0.04431372926732659
bulan,0.03991790712042077
is_weekend,0.014844197484976448
