fitur,importance
is_libur,0.3373511831687598
day_of_month,0.12493009192244407
rata_cloudness,0.0901040482714221
rata_kelembapan,0.0860899556101512
rata_curah_hujan,0.08280619169046011
rata_kecepatan_angin,0.06634740698992864
rata_suhu_terasa,0.0619149757912274
day_of_week,0.05453881302521495
rata_suhu,0.0531529828345486
bulan,0.03138886356988896
is_weekend,0.011375487125954426
