waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness,sumber
2026-05-24T05:30,Sukoharjo,32.08,39.08,72,Clouds,Sebagian Berawan,3.31,0,17,current
