waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness,sumber
2026-05-24T05:15,Sukoharjo,32.11,39.11,79,Clouds,Sebagian Berawan,2.69,0,14,current
