waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-29T00:00,Node_Warkop_Kusuma,23.9,29.9,100,Clouds,Mendung,0.2,0.0,100
2026-04-29T01:00,Node_Warkop_Kusuma,24.5,30.7,100,Clouds,Mendung,0.6,0.0,100
2026-04-29T02:00,Node_Warkop_Kusuma,24.5,30.6,100,Clouds,Mendung,1.5,0.0,100
2026-04-29T03:00,Node_Warkop_Kusuma,24.2,30.2,100,Clouds,Mendung,1.6,0.0,100
2026-04-29T04:00,Node_Warkop_Kusuma,24.0,29.5,100,Clouds,Mendung,3.3,0.0,100
2026-04-29T05:00,Node_Warkop_Kusuma,23.6,28.7,100,Clouds,Mendung,5.8,0.0,94
2026-04-29T06:00,Node_Warkop_Kusuma,23.7,28.7,99,Clouds,Mendung,5.8,0.0,82
2026-04-29T07:00,Node_Warkop_Kusuma,24.6,30.5,96,Clouds,Mendung,2.2,0.0,99
2026-04-29T08:00,Node_Warkop_Kusuma,26.5,32.2,87,Clouds,Mendung,3.6,0.0,100
2026-04-29T09:00,Node_Warkop_Kusuma,28.2,33.8,79,Clouds,Mendung,4.6,0.0,100
2026-04-29T10:00,Node_Warkop_Kusuma,29.4,35.4,73,Drizzle,Gerimis Ringan,7.7,0.1,88
2026-04-29T11:00,Node_Warkop_Kusuma,29.9,35.5,70,Drizzle,Gerimis Lebat,8.6,1.1,97
2026-04-29T12:00,Node_Warkop_Kusuma,29.5,34.8,73,Rain,Hujan Sedang,8.3,3.9,100
2026-04-29T13:00,Node_Warkop_Kusuma,29.5,35.2,76,Drizzle,Gerimis Lebat,6.7,1.1,100
2026-04-29T14:00,Node_Warkop_Kusuma,29.3,34.9,78,Clouds,Mendung,8.4,0.0,100
2026-04-29T15:00,Node_Warkop_Kusuma,28.5,34.0,79,Drizzle,Gerimis Sedang,6.5,0.7,100
2026-04-29T16:00,Node_Warkop_Kusuma,27.9,33.7,81,Drizzle,Gerimis Ringan,3.0,0.3,100
2026-04-29T17:00,Node_Warkop_Kusuma,27.6,33.9,84,Clouds,Mendung,1.9,0.0,100
2026-04-29T18:00,Node_Warkop_Kusuma,26.2,31.9,89,Drizzle,Gerimis Sedang,3.5,0.5,100
2026-04-29T19:00,Node_Warkop_Kusuma,25.8,31.3,91,Drizzle,Gerimis Ringan,5.0,0.1,100
2026-04-29T20:00,Node_Warkop_Kusuma,25.4,31.4,94,Clouds,Mendung,2.2,0.0,100
2026-04-29T21:00,Node_Warkop_Kusuma,24.7,30.0,97,Drizzle,Gerimis Ringan,5.9,0.1,100
2026-04-29T22:00,Node_Warkop_Kusuma,24.5,29.6,93,Drizzle,Gerimis Ringan,4.2,0.1,100
2026-04-29T23:00,Node_Warkop_Kusuma,24.1,29.5,96,Drizzle,Gerimis Ringan,2.8,0.1,100
