waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-05-09T00:00,Node_Warkop_Kusuma,24.3,28.1,88,Clouds,Berawan,8.2,0.0,51
2026-05-09T01:00,Node_Warkop_Kusuma,24.2,27.6,87,Clouds,Mendung,10.9,0.0,100
2026-05-09T02:00,Node_Warkop_Kusuma,24.0,27.7,89,Clouds,Mendung,8.6,0.0,100
2026-05-09T03:00,Node_Warkop_Kusuma,23.6,27.4,91,Clouds,Mendung,7.5,0.0,100
2026-05-09T04:00,Node_Warkop_Kusuma,23.1,27.5,93,Clouds,Mendung,4.2,0.0,100
2026-05-09T05:00,Node_Warkop_Kusuma,22.7,26.9,95,Clouds,Mendung,4.4,0.0,99
2026-05-09T06:00,Node_Warkop_Kusuma,22.6,26.9,95,Clouds,Mendung,4.2,0.0,100
2026-05-09T07:00,Node_Warkop_Kusuma,24.5,29.5,91,Clouds,Mendung,2.8,0.0,100
2026-05-09T08:00,Node_Warkop_Kusuma,26.9,31.9,80,Clouds,Mendung,3.5,0.0,100
2026-05-09T09:00,Node_Warkop_Kusuma,28.5,33.5,70,Clouds,Mendung,1.5,0.0,100
2026-05-09T10:00,Node_Warkop_Kusuma,29.7,35.4,66,Clouds,Mendung,3.5,0.0,100
2026-05-09T11:00,Node_Warkop_Kusuma,30.5,36.8,63,Clouds,Mendung,4.1,0.0,100
2026-05-09T12:00,Node_Warkop_Kusuma,31.0,37.6,60,Clouds,Mendung,3.7,0.0,99
2026-05-09T13:00,Node_Warkop_Kusuma,31.5,37.5,56,Clouds,Mendung,2.3,0.0,100
2026-05-09T14:00,Node_Warkop_Kusuma,31.8,36.8,55,Clouds,Mendung,2.5,0.0,100
2026-05-09T15:00,Node_Warkop_Kusuma,31.5,36.1,56,Clouds,Mendung,2.7,0.0,100
2026-05-09T16:00,Node_Warkop_Kusuma,31.3,35.1,56,Clouds,Mendung,4.8,0.0,100
2026-05-09T17:00,Node_Warkop_Kusuma,28.5,31.9,70,Clouds,Mendung,12.6,0.0,99
2026-05-09T18:00,Node_Warkop_Kusuma,26.8,30.4,79,Clouds,Mendung,12.2,0.0,96
2026-05-09T19:00,Node_Warkop_Kusuma,25.1,29.2,89,Clouds,Mendung,11.0,0.0,90
2026-05-09T20:00,Node_Warkop_Kusuma,24.6,28.4,91,Drizzle,Gerimis Ringan,11.9,0.4,99
2026-05-09T21:00,Node_Warkop_Kusuma,24.0,28.9,94,Clouds,Mendung,4.6,0.0,100
2026-05-09T22:00,Node_Warkop_Kusuma,23.8,28.5,97,Clouds,Mendung,6.8,0.0,100
2026-05-09T23:00,Node_Warkop_Kusuma,23.9,28.8,98,Clouds,Mendung,5.9,0.0,100
