waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness,sumber
2026-05-24T05:00,Sukoharjo,31.97,38.97,72,Clouds,Sebagian Berawan,2.69,0,14,current
