waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-24T00:00,Node_Warkop_Kusuma,24.4,30.1,95,Clouds,Sebagian Berawan,0.3,0.0,45
2026-04-24T01:00,Node_Warkop_Kusuma,24.2,29.8,96,Clouds,Sebagian Berawan,1.1,0.0,23
2026-04-24T02:00,Node_Warkop_Kusuma,24.0,29.7,96,Clear,Cerah,0.4,0.0,16
2026-04-24T03:00,Node_Warkop_Kusuma,23.6,29.0,98,Clear,Cerah,1.3,0.0,10
2026-04-24T04:00,Node_Warkop_Kusuma,23.4,28.7,98,Clear,Cerah,1.7,0.0,9
2026-04-24T05:00,Node_Warkop_Kusuma,23.2,28.2,98,Clear,Cerah,2.7,0.0,13
2026-04-24T06:00,Node_Warkop_Kusuma,23.5,28.5,97,Clear,Cerah,3.1,0.0,0
2026-04-24T07:00,Node_Warkop_Kusuma,25.5,30.2,86,Clear,Cerah,6.2,0.0,6
2026-04-24T08:00,Node_Warkop_Kusuma,27.4,32.3,81,Clear,Cerah,7.5,0.0,2
2026-04-24T09:00,Node_Warkop_Kusuma,28.9,33.6,74,Clear,Cerah,10.0,0.0,9
2026-04-24T10:00,Node_Warkop_Kusuma,30.4,35.0,66,Clear,Cerah,13.8,0.0,5
2026-04-24T11:00,Node_Warkop_Kusuma,31.4,35.6,61,Clear,Cerah,17.2,0.0,6
2026-04-24T12:00,Node_Warkop_Kusuma,31.5,35.9,62,Drizzle,Gerimis Ringan,19.0,0.1,14
2026-04-24T13:00,Node_Warkop_Kusuma,31.6,36.2,62,Drizzle,Gerimis Ringan,18.0,0.1,4
2026-04-24T14:00,Node_Warkop_Kusuma,31.8,36.4,62,Clear,Cerah,15.6,0.0,5
2026-04-24T15:00,Node_Warkop_Kusuma,31.5,35.6,63,Clouds,Sebagian Berawan,14.0,0.0,22
2026-04-24T16:00,Node_Warkop_Kusuma,30.2,35.2,71,Rain,Hujan Ringan,9.5,1.5,52
2026-04-24T17:00,Node_Warkop_Kusuma,28.9,34.0,77,Drizzle,Gerimis Ringan,8.6,0.3,58
2026-04-24T18:00,Node_Warkop_Kusuma,27.3,32.6,85,Clouds,Berawan,8.2,0.0,60
2026-04-24T19:00,Node_Warkop_Kusuma,25.5,31.8,96,Drizzle,Gerimis Ringan,2.1,0.1,77
2026-04-24T20:00,Node_Warkop_Kusuma,25.5,30.6,96,Clouds,Mendung,10.1,0.0,91
2026-04-24T21:00,Node_Warkop_Kusuma,24.4,29.4,94,Drizzle,Gerimis Ringan,5.3,0.1,89
2026-04-24T22:00,Node_Warkop_Kusuma,24.0,29.7,96,Clouds,Mendung,0.8,0.0,86
2026-04-24T23:00,Node_Warkop_Kusuma,23.8,28.9,97,Clouds,Mendung,3.5,0.0,80
