waktu,kota,weather_code,suhu,suhu_terasa,kelembapan,kecepatan_angin,curah_hujan,cloudiness
2026-06-19T19:00,Node_Warkop_Kusuma,0,25.7,29.8,85,8.9,0.0,13
2026-06-19T20:00,Node_Warkop_Kusuma,0,25.1,29.6,89,7.0,0.0,16
2026-06-19T21:00,Node_Warkop_Kusuma,0,24.8,30.1,91,2.7,0.0,18
2026-06-19T22:00,Node_Warkop_Kusuma,0,24.6,30.1,93,1.4,0.0,19
2026-06-19T23:00,Node_Warkop_Kusuma,0,24.2,29.8,94,0.4,0.0,15
2026-06-20T00:00,Node_Warkop_Kusuma,0,23.9,29.0,96,2.5,0.0,10
2026-06-20T01:00,Node_Warkop_Kusuma,0,23.5,28.3,96,4.4,0.0,7
2026-06-20T02:00,Node_Warkop_Kusuma,0,23.2,27.8,97,4.6,0.0,11
2026-06-20T03:00,Node_Warkop_Kusuma,0,22.8,27.4,98,4.1,0.0,18
2026-06-20T04:00,Node_Warkop_Kusuma,1,22.7,27.2,98,4.0,0.0,24
2026-06-20T05:00,Node_Warkop_Kusuma,1,22.7,27.2,98,4.4,0.0,30
2026-06-20T06:00,Node_Warkop_Kusuma,1,22.8,27.3,98,4.8,0.0,36
2026-06-20T07:00,Node_Warkop_Kusuma,1,23.5,28.0,94,4.9,0.0,36
2026-06-20T08:00,Node_Warkop_Kusuma,1,25.1,29.6,85,3.9,0.0,26
2026-06-20T09:00,Node_Warkop_Kusuma,0,27.1,31.8,74,2.4,0.0,11
2026-06-20T10:00,Node_Warkop_Kusuma,0,28.9,33.8,66,1.6,0.0,1
2026-06-20T11:00,Node_Warkop_Kusuma,51,30.2,35.6,59,2.9,0.1,1
2026-06-20T12:00,Node_Warkop_Kusuma,51,31.3,36.4,54,4.9,0.1,6
2026-06-20T13:00,Node_Warkop_Kusuma,51,31.5,36.6,53,4.5,0.1,16
2026-06-20T14:00,Node_Warkop_Kusuma,53,30.5,36.0,60,1.1,0.9,38
2026-06-20T15:00,Node_Warkop_Kusuma,53,28.6,32.9,72,8.6,0.9,65
2026-06-20T16:00,Node_Warkop_Kusuma,53,27.0,31.1,84,13.6,0.9,78
2026-06-20T17:00,Node_Warkop_Kusuma,51,26.1,30.2,88,13.8,0.1,64
2026-06-20T18:00,Node_Warkop_Kusuma,51,25.5,29.5,89,12.7,0.1,36
2026-06-20T19:00,Node_Warkop_Kusuma,51,25.0,28.9,90,11.6,0.1,16
2026-06-20T20:00,Node_Warkop_Kusuma,0,24.5,28.8,92,8.6,0.0,10
2026-06-20T21:00,Node_Warkop_Kusuma,0,24.0,28.9,94,4.5,0.0,11
2026-06-20T22:00,Node_Warkop_Kusuma,1,23.7,28.9,96,1.6,0.0,20
2026-06-20T23:00,Node_Warkop_Kusuma,1,23.4,28.7,98,0.9,0.0,46
2026-06-21T00:00,Node_Warkop_Kusuma,3,23.2,28.6,99,0.4,0.0,81
2026-06-21T01:00,Node_Warkop_Kusuma,3,23.0,28.3,100,0.8,0.0,100
2026-06-21T02:00,Node_Warkop_Kusuma,3,22.7,27.8,100,1.8,0.0,88
2026-06-21T03:00,Node_Warkop_Kusuma,2,22.5,27.3,100,3.0,0.0,61
2026-06-21T04:00,Node_Warkop_Kusuma,1,22.5,27.0,100,3.8,0.0,41
2026-06-21T05:00,Node_Warkop_Kusuma,1,22.5,27.1,100,4.1,0.0,38
2026-06-21T06:00,Node_Warkop_Kusuma,1,22.7,27.4,99,3.9,0.0,42
2026-06-21T07:00,Node_Warkop_Kusuma,1,23.4,28.2,96,3.3,0.0,41
2026-06-21T08:00,Node_Warkop_Kusuma,1,25.0,30.0,88,2.2,0.0,28
2026-06-21T09:00,Node_Warkop_Kusuma,0,27.0,32.0,78,2.3,0.0,10
2026-06-21T10:00,Node_Warkop_Kusuma,0,28.6,33.8,71,3.4,0.0,2
2026-06-21T11:00,Node_Warkop_Kusuma,51,29.6,35.4,67,3.2,0.2,14
2026-06-21T12:00,Node_Warkop_Kusuma,51,30.2,36.4,63,2.7,0.2,35
2026-06-21T13:00,Node_Warkop_Kusuma,51,30.6,36.6,61,2.8,0.2,51
2026-06-21T14:00,Node_Warkop_Kusuma,95,30.5,35.9,63,3.8,0.5,27
2026-06-21T15:00,Node_Warkop_Kusuma,53,29.4,34.4,67,2.2,0.5,24
2026-06-21T16:00,Node_Warkop_Kusuma,53,27.9,33.3,75,0.9,0.5,20
2026-06-21T17:00,Node_Warkop_Kusuma,53,26.3,31.6,83,2.3,0.5,17
2026-06-21T18:00,Node_Warkop_Kusuma,53,24.9,30.0,91,3.8,0.5,17
2026-06-21T19:00,Node_Warkop_Kusuma,53,23.8,28.8,97,4.7,0.5,20
2026-06-21T20:00,Node_Warkop_Kusuma,1,23.2,28.1,100,4.8,0.0,30
2026-06-21T21:00,Node_Warkop_Kusuma,1,22.8,27.5,100,4.3,0.0,45
2026-06-21T22:00,Node_Warkop_Kusuma,2,22.5,27.2,100,3.4,0.0,63
2026-06-21T23:00,Node_Warkop_Kusuma,3,22.4,27.1,100,2.3,0.0,80
2026-06-22T00:00,Node_Warkop_Kusuma,3,22.3,27.1,100,1.4,0.0,93
2026-06-22T01:00,Node_Warkop_Kusuma,3,22.2,27.1,100,0.9,0.0,99
2026-06-22T02:00,Node_Warkop_Kusuma,3,22.2,27.0,100,1.2,0.0,96
2026-06-22T03:00,Node_Warkop_Kusuma,3,22.1,26.7,100,2.2,0.0,86
2026-06-22T04:00,Node_Warkop_Kusuma,2,22.1,26.6,100,3.2,0.0,72
2026-06-22T05:00,Node_Warkop_Kusuma,2,22.2,26.6,100,4.3,0.0,57
2026-06-22T06:00,Node_Warkop_Kusuma,1,22.6,26.9,98,5.1,0.0,44
2026-06-22T07:00,Node_Warkop_Kusuma,1,23.1,27.4,96,5.5,0.0,35
2026-06-22T08:00,Node_Warkop_Kusuma,1,24.2,28.5,90,5.6,0.0,30
2026-06-22T09:00,Node_Warkop_Kusuma,1,25.6,29.9,83,5.6,0.0,28
2026-06-22T10:00,Node_Warkop_Kusuma,1,27.3,31.6,75,5.9,0.0,27
2026-06-22T11:00,Node_Warkop_Kusuma,1,28.9,33.5,68,6.5,0.0,27
2026-06-22T12:00,Node_Warkop_Kusuma,1,30.1,35.2,64,6.6,0.0,27
2026-06-22T13:00,Node_Warkop_Kusuma,1,30.7,36.0,62,6.1,0.0,27
2026-06-22T14:00,Node_Warkop_Kusuma,51,30.5,35.7,63,4.5,0.1,26
2026-06-22T15:00,Node_Warkop_Kusuma,51,29.8,34.8,66,1.8,0.1,24
2026-06-22T16:00,Node_Warkop_Kusuma,51,28.6,33.8,71,1.8,0.1,22
2026-06-22T17:00,Node_Warkop_Kusuma,51,27.3,32.1,78,4.8,0.1,21
2026-06-22T18:00,Node_Warkop_Kusuma,51,26.2,30.6,84,7.5,0.1,23
2026-06-22T19:00,Node_Warkop_Kusuma,51,25.3,29.6,88,8.9,0.1,27
2026-06-22T20:00,Node_Warkop_Kusuma,1,24.8,29.1,92,9.0,0.0,36
2026-06-22T21:00,Node_Warkop_Kusuma,1,24.4,28.9,94,8.1,0.0,49
2026-06-22T22:00,Node_Warkop_Kusuma,2,24.0,28.7,96,6.7,0.0,64
2026-06-22T23:00,Node_Warkop_Kusuma,2,23.8,28.7,98,5.1,0.0,79
2026-06-23T00:00,Node_Warkop_Kusuma,3,23.6,28.7,99,3.8,0.0,92
2026-06-23T01:00,Node_Warkop_Kusuma,3,23.4,28.6,99,3.1,0.0,100
2026-06-23T02:00,Node_Warkop_Kusuma,3,23.2,28.4,100,2.7,0.0,100
2026-06-23T03:00,Node_Warkop_Kusuma,3,23.0,28.1,100,2.7,0.0,100
2026-06-23T04:00,Node_Warkop_Kusuma,3,22.9,27.8,100,2.9,0.0,100
2026-06-23T05:00,Node_Warkop_Kusuma,3,22.9,27.8,100,3.2,0.0,100
2026-06-23T06:00,Node_Warkop_Kusuma,3,23.1,28.0,99,3.5,0.0,99
2026-06-23T07:00,Node_Warkop_Kusuma,3,23.6,28.4,96,4.0,0.0,93
2026-06-23T08:00,Node_Warkop_Kusuma,3,24.6,29.2,90,4.5,0.0,84
2026-06-23T09:00,Node_Warkop_Kusuma,2,26.1,30.6,81,5.2,0.0,72
2026-06-23T10:00,Node_Warkop_Kusuma,2,27.8,32.2,73,5.8,0.0,58
2026-06-23T11:00,Node_Warkop_Kusuma,1,29.4,34.1,66,6.2,0.0,44
2026-06-23T12:00,Node_Warkop_Kusuma,1,30.7,35.9,61,6.0,0.0,31
2026-06-23T13:00,Node_Warkop_Kusuma,1,31.3,36.6,59,5.6,0.0,23
2026-06-23T14:00,Node_Warkop_Kusuma,51,31.1,36.3,60,4.3,0.1,18
2026-06-23T15:00,Node_Warkop_Kusuma,51,30.3,35.2,64,2.8,0.1,14
2026-06-23T16:00,Node_Warkop_Kusuma,51,29.1,34.2,70,3.2,0.1,13
2026-06-23T17:00,Node_Warkop_Kusuma,51,27.8,32.8,77,5.0,0.1,13
2026-06-23T18:00,Node_Warkop_Kusuma,51,26.6,31.5,84,6.8,0.1,16
2026-06-23T19:00,Node_Warkop_Kusuma,51,25.7,30.6,90,7.6,0.1,21
2026-06-23T20:00,Node_Warkop_Kusuma,1,25.2,30.1,93,7.2,0.0,31
2026-06-23T21:00,Node_Warkop_Kusuma,1,24.7,29.8,96,6.0,0.0,46
2026-06-23T22:00,Node_Warkop_Kusuma,2,24.3,29.7,97,4.3,0.0,64
2026-06-23T23:00,Node_Warkop_Kusuma,3,24.1,29.6,98,2.7,0.0,81
2026-06-24T00:00,Node_Warkop_Kusuma,3,23.8,29.3,99,2.6,0.0,94
2026-06-24T01:00,Node_Warkop_Kusuma,3,23.6,28.9,99,3.2,0.0,100
2026-06-24T02:00,Node_Warkop_Kusuma,3,23.4,28.5,100,3.8,0.0,98
2026-06-24T03:00,Node_Warkop_Kusuma,3,23.1,28.1,100,4.1,0.0,89
2026-06-24T04:00,Node_Warkop_Kusuma,2,22.9,27.6,100,4.5,0.0,77
2026-06-24T05:00,Node_Warkop_Kusuma,2,22.8,27.4,100,4.5,0.0,63
2026-06-24T06:00,Node_Warkop_Kusuma,2,22.9,27.5,98,4.5,0.0,50
2026-06-24T07:00,Node_Warkop_Kusuma,1,23.4,27.9,94,4.2,0.0,40
2026-06-24T08:00,Node_Warkop_Kusuma,51,24.4,28.9,88,3.4,0.1,32
2026-06-24T09:00,Node_Warkop_Kusuma,51,25.9,30.5,80,2.0,0.1,25
2026-06-24T10:00,Node_Warkop_Kusuma,51,27.6,32.3,71,1.2,0.1,19
2026-06-24T11:00,Node_Warkop_Kusuma,51,29.3,34.0,64,2.0,0.1,13
2026-06-24T12:00,Node_Warkop_Kusuma,51,30.6,35.8,60,3.0,0.1,9
2026-06-24T13:00,Node_Warkop_Kusuma,51,31.2,36.6,58,3.2,0.1,6
2026-06-24T14:00,Node_Warkop_Kusuma,51,31.1,36.2,59,2.7,0.1,6
2026-06-24T15:00,Node_Warkop_Kusuma,51,30.4,35.1,62,2.0,0.1,7
2026-06-24T16:00,Node_Warkop_Kusuma,51,29.3,34.1,68,2.8,0.1,10
2026-06-24T17:00,Node_Warkop_Kusuma,51,28.1,32.9,74,4.6,0.1,14
2026-06-24T18:00,Node_Warkop_Kusuma,51,26.9,31.7,81,6.1,0.1,16
2026-06-24T19:00,Node_Warkop_Kusuma,51,26.1,30.8,86,7.2,0.1,17
2026-06-24T20:00,Node_Warkop_Kusuma,0,25.5,30.2,89,7.4,0.0,15
2026-06-24T21:00,Node_Warkop_Kusuma,0,25.0,29.8,92,7.0,0.0,12
2026-06-24T22:00,Node_Warkop_Kusuma,0,24.6,29.5,94,6.5,0.0,8
2026-06-24T23:00,Node_Warkop_Kusuma,0,24.3,29.2,95,5.8,0.0,4
2026-06-25T00:00,Node_Warkop_Kusuma,0,24.0,29.0,96,5.1,0.0,2
2026-06-25T01:00,Node_Warkop_Kusuma,0,23.8,28.8,97,4.7,0.0,2
2026-06-25T02:00,Node_Warkop_Kusuma,0,23.6,28.5,98,4.7,0.0,5
2026-06-25T03:00,Node_Warkop_Kusuma,0,23.3,28.1,99,4.9,0.0,12
2026-06-25T04:00,Node_Warkop_Kusuma,0,23.1,27.8,100,5.2,0.0,19
2026-06-25T05:00,Node_Warkop_Kusuma,1,23.0,27.5,99,5.6,0.0,27
2026-06-25T06:00,Node_Warkop_Kusuma,1,23.1,27.6,97,5.6,0.0,33
2026-06-25T07:00,Node_Warkop_Kusuma,1,23.6,28.0,93,5.4,0.0,35
2026-06-25T08:00,Node_Warkop_Kusuma,1,24.7,29.0,85,4.5,0.0,32
2026-06-25T09:00,Node_Warkop_Kusuma,1,26.4,30.6,75,3.2,0.0,26
2026-06-25T10:00,Node_Warkop_Kusuma,0,28.3,32.4,65,1.7,0.0,17
2026-06-25T11:00,Node_Warkop_Kusuma,0,30.1,34.5,57,1.3,0.0,9
2026-06-25T12:00,Node_Warkop_Kusuma,0,31.5,36.2,51,1.9,0.0,5
2026-06-25T13:00,Node_Warkop_Kusuma,0,32.2,37.0,49,2.1,0.0,6
2026-06-25T14:00,Node_Warkop_Kusuma,0,32.0,36.7,51,1.6,0.0,16
2026-06-25T15:00,Node_Warkop_Kusuma,1,31.2,35.3,55,2.2,0.0,34
2026-06-25T16:00,Node_Warkop_Kusuma,2,30.0,34.2,62,4.1,0.0,55
2026-06-25T17:00,Node_Warkop_Kusuma,2,28.6,33.0,70,6.3,0.0,75
2026-06-25T18:00,Node_Warkop_Kusuma,3,27.3,31.8,79,8.1,0.0,89
2026-06-25T19:00,Node_Warkop_Kusuma,3,26.4,30.9,85,9.2,0.0,95
2026-06-25T20:00,Node_Warkop_Kusuma,3,25.7,30.3,89,9.2,0.0,89
2026-06-25T21:00,Node_Warkop_Kusuma,2,25.1,29.7,91,8.4,0.0,73
2026-06-25T22:00,Node_Warkop_Kusuma,2,24.6,29.2,92,7.2,0.0,53
2026-06-25T23:00,Node_Warkop_Kusuma,1,24.2,28.7,92,6.0,0.0,31
2026-06-26T00:00,Node_Warkop_Kusuma,0,23.9,28.3,92,4.9,0.0,12
2026-06-26T01:00,Node_Warkop_Kusuma,0,23.6,28.0,92,4.3,0.0,1
2026-06-26T02:00,Node_Warkop_Kusuma,0,23.4,27.8,93,3.9,0.0,0
2026-06-26T03:00,Node_Warkop_Kusuma,0,23.1,27.5,95,4.0,0.0,0
2026-06-26T04:00,Node_Warkop_Kusuma,0,22.9,27.3,96,4.2,0.0,0
2026-06-26T05:00,Node_Warkop_Kusuma,0,22.8,27.3,97,4.5,0.0,3
2026-06-26T06:00,Node_Warkop_Kusuma,0,23.0,27.4,96,4.6,0.0,9
2026-06-26T07:00,Node_Warkop_Kusuma,0,23.5,27.9,93,4.5,0.0,16
2026-06-26T08:00,Node_Warkop_Kusuma,1,24.5,28.9,87,3.9,0.0,25
2026-06-26T09:00,Node_Warkop_Kusuma,1,26.1,30.5,78,3.0,0.0,38
2026-06-26T10:00,Node_Warkop_Kusuma,2,27.9,32.0,68,3.1,0.0,52
2026-06-26T11:00,Node_Warkop_Kusuma,2,29.6,34.1,61,3.7,0.0,66
2026-06-26T12:00,Node_Warkop_Kusuma,2,30.9,35.7,56,4.3,0.0,77
2026-06-26T13:00,Node_Warkop_Kusuma,3,31.6,36.5,53,4.0,0.0,84
2026-06-26T14:00,Node_Warkop_Kusuma,3,31.4,36.2,55,2.7,0.0,86
2026-06-26T15:00,Node_Warkop_Kusuma,3,30.5,34.6,58,3.1,0.0,86
2026-06-26T16:00,Node_Warkop_Kusuma,3,29.3,33.2,64,6.3,0.0,83
2026-06-26T17:00,Node_Warkop_Kusuma,2,27.9,31.5,71,10.2,0.0,78
2026-06-26T18:00,Node_Warkop_Kusuma,2,26.7,30.0,78,13.2,0.0,72
2026-06-26T19:00,Node_Warkop_Kusuma,2,25.7,28.9,84,15.1,0.0,66
2026-06-26T20:00,Node_Warkop_Kusuma,2,25.1,28.2,87,15.1,0.0,58
2026-06-26T21:00,Node_Warkop_Kusuma,1,24.6,27.8,89,14.1,0.0,46
2026-06-26T22:00,Node_Warkop_Kusuma,1,24.2,27.5,90,12.5,0.0,34
2026-06-26T23:00,Node_Warkop_Kusuma,1,23.9,27.3,90,10.7,0.0,22
2026-06-27T00:00,Node_Warkop_Kusuma,0,23.6,27.1,90,9.1,0.0,13
2026-06-27T01:00,Node_Warkop_Kusuma,0,23.3,26.9,91,8.0,0.0,7
2026-06-27T02:00,Node_Warkop_Kusuma,0,23.0,26.7,92,7.1,0.0,5
2026-06-27T03:00,Node_Warkop_Kusuma,0,22.6,26.4,95,6.3,0.0,7
2026-06-27T04:00,Node_Warkop_Kusuma,0,22.3,26.2,96,5.6,0.0,10
2026-06-27T05:00,Node_Warkop_Kusuma,0,22.2,26.2,98,5.2,0.0,15
2026-06-27T06:00,Node_Warkop_Kusuma,1,22.3,26.2,97,5.4,0.0,21
2026-06-27T07:00,Node_Warkop_Kusuma,1,22.8,26.7,94,5.8,0.0,27
2026-06-27T08:00,Node_Warkop_Kusuma,1,23.9,27.7,87,6.1,0.0,35
2026-06-27T09:00,Node_Warkop_Kusuma,1,25.7,29.2,77,6.8,0.0,46
2026-06-27T10:00,Node_Warkop_Kusuma,2,27.7,31.0,68,7.5,0.0,58
2026-06-27T11:00,Node_Warkop_Kusuma,2,29.6,33.1,60,8.6,0.0,68
2026-06-27T12:00,Node_Warkop_Kusuma,2,31.1,35.0,54,9.5,0.0,76
2026-06-27T13:00,Node_Warkop_Kusuma,2,31.9,35.6,52,10.5,0.0,78
2026-06-27T14:00,Node_Warkop_Kusuma,2,31.7,34.9,53,11.6,0.0,74
2026-06-27T15:00,Node_Warkop_Kusuma,2,30.8,33.3,56,12.9,0.0,64
2026-06-27T16:00,Node_Warkop_Kusuma,2,29.6,31.9,61,14.2,0.0,51
2026-06-27T17:00,Node_Warkop_Kusuma,1,28.1,30.4,67,15.4,0.0,37
2026-06-27T18:00,Node_Warkop_Kusuma,1,26.7,29.0,73,16.3,0.0,24
2026-06-27T19:00,Node_Warkop_Kusuma,0,25.7,27.9,78,16.3,0.0,15
2026-06-27T20:00,Node_Warkop_Kusuma,0,24.9,27.2,82,15.5,0.0,9
2026-06-27T21:00,Node_Warkop_Kusuma,0,24.2,26.7,84,13.9,0.0,5
2026-06-27T22:00,Node_Warkop_Kusuma,0,23.6,26.3,87,12.1,0.0,2
2026-06-27T23:00,Node_Warkop_Kusuma,0,23.0,25.9,89,10.4,0.0,0
2026-06-28T00:00,Node_Warkop_Kusuma,0,22.6,25.5,90,9.0,0.0,0
2026-06-28T01:00,Node_Warkop_Kusuma,0,22.2,25.2,92,8.4,0.0,1
2026-06-28T02:00,Node_Warkop_Kusuma,0,21.9,25.0,93,8.0,0.0,4
2026-06-28T03:00,Node_Warkop_Kusuma,0,21.7,24.8,96,7.7,0.0,10
2026-06-28T04:00,Node_Warkop_Kusuma,0,21.5,24.8,98,7.3,0.0,17
2026-06-28T05:00,Node_Warkop_Kusuma,1,21.5,24.8,98,7.3,0.0,25
2026-06-28T06:00,Node_Warkop_Kusuma,1,21.7,25.2,97,7.3,0.0,33
2026-06-28T07:00,Node_Warkop_Kusuma,1,22.3,25.7,94,7.5,0.0,41
2026-06-28T08:00,Node_Warkop_Kusuma,2,23.5,26.8,87,8.1,0.0,50
2026-06-28T09:00,Node_Warkop_Kusuma,2,25.3,28.4,77,9.0,0.0,61
2026-06-28T10:00,Node_Warkop_Kusuma,2,27.4,30.2,67,10.1,0.0,72
2026-06-28T11:00,Node_Warkop_Kusuma,3,29.4,32.2,59,11.4,0.0,81
2026-06-28T12:00,Node_Warkop_Kusuma,3,30.9,34.1,54,12.6,0.0,87
2026-06-28T13:00,Node_Warkop_Kusuma,3,31.7,34.8,51,13.5,0.0,87
2026-06-28T14:00,Node_Warkop_Kusuma,3,31.5,34.2,52,14.4,0.0,80
2026-06-28T15:00,Node_Warkop_Kusuma,2,30.5,32.6,56,15.4,0.0,66
2026-06-28T16:00,Node_Warkop_Kusuma,1,29.2,31.2,62,16.5,0.0,49
2026-06-28T17:00,Node_Warkop_Kusuma,1,27.6,29.7,69,17.4,0.0,31
2026-06-28T18:00,Node_Warkop_Kusuma,0,26.2,28.4,77,17.8,0.0,16
2026-06-28T19:00,Node_Warkop_Kusuma,0,25.2,27.4,82,18.0,0.0,5
2026-06-28T20:00,Node_Warkop_Kusuma,0,24.6,26.9,85,17.4,0.0,0
2026-06-28T21:00,Node_Warkop_Kusuma,0,24.1,26.5,87,16.2,0.0,0
2026-06-28T22:00,Node_Warkop_Kusuma,0,23.7,26.3,88,14.8,0.0,0
2026-06-28T23:00,Node_Warkop_Kusuma,0,23.5,26.1,89,13.4,0.0,0
2026-06-29T00:00,Node_Warkop_Kusuma,0,21.6,23.4,88,12.1,0.0,0
2026-06-29T01:00,Node_Warkop_Kusuma,0,22.0,23.9,87,12.1,0.0,5
2026-06-29T02:00,Node_Warkop_Kusuma,0,21.5,23.7,89,10.1,0.0,0
2026-06-29T03:00,Node_Warkop_Kusuma,0,21.2,23.4,91,9.9,0.0,0
2026-06-29T04:00,Node_Warkop_Kusuma,0,20.9,23.0,91,10.2,0.0,0
2026-06-29T05:00,Node_Warkop_Kusuma,0,20.6,22.4,91,11.1,0.0,1
2026-06-29T06:00,Node_Warkop_Kusuma,0,20.6,22.2,90,12.0,0.0,1
2026-06-29T07:00,Node_Warkop_Kusuma,0,22.5,24.0,82,13.1,0.0,0
2026-06-29T08:00,Node_Warkop_Kusuma,0,24.7,26.8,75,12.5,0.0,0
2026-06-29T09:00,Node_Warkop_Kusuma,0,26.5,28.2,67,14.5,0.0,0
2026-06-29T10:00,Node_Warkop_Kusuma,0,27.8,30.3,63,13.8,0.0,1
2026-06-29T11:00,Node_Warkop_Kusuma,0,28.9,32.4,58,11.7,0.0,1
2026-06-29T12:00,Node_Warkop_Kusuma,0,29.6,33.4,56,11.6,0.0,1
2026-06-29T13:00,Node_Warkop_Kusuma,0,29.7,33.2,57,13.2,0.0,0
2026-06-29T14:00,Node_Warkop_Kusuma,0,29.3,32.0,58,14.9,0.0,0
2026-06-29T15:00,Node_Warkop_Kusuma,0,28.6,30.0,59,16.1,0.0,0
2026-06-29T16:00,Node_Warkop_Kusuma,0,27.5,28.9,63,15.6,0.0,0
2026-06-29T17:00,Node_Warkop_Kusuma,0,26.0,27.6,70,15.3,0.0,0
2026-06-29T18:00,Node_Warkop_Kusuma,0,24.6,26.3,75,14.4,0.0,0
2026-06-29T19:00,Node_Warkop_Kusuma,0,23.6,24.9,75,13.6,0.0,5
2026-06-29T20:00,Node_Warkop_Kusuma,0,22.8,23.7,74,13.1,0.0,15
2026-06-29T21:00,Node_Warkop_Kusuma,0,22.1,22.9,76,13.7,0.0,15
2026-06-29T22:00,Node_Warkop_Kusuma,0,21.7,22.6,80,13.9,0.0,11
2026-06-29T23:00,Node_Warkop_Kusuma,0,21.3,22.3,83,13.8,0.0,11
2026-06-30T00:00,Node_Warkop_Kusuma,0,21.1,22.2,85,13.9,0.0,9
2026-06-30T01:00,Node_Warkop_Kusuma,0,20.9,22.1,87,14.0,0.0,4
2026-06-30T02:00,Node_Warkop_Kusuma,0,20.8,22.0,88,13.9,0.0,3
2026-06-30T03:00,Node_Warkop_Kusuma,0,20.8,22.0,88,13.6,0.0,0
2026-06-30T04:00,Node_Warkop_Kusuma,0,20.7,21.8,88,13.6,0.0,6
2026-06-30T05:00,Node_Warkop_Kusuma,0,20.5,21.7,88,13.0,0.0,7
2026-06-30T06:00,Node_Warkop_Kusuma,0,20.6,22.0,88,11.8,0.0,5
2026-06-30T07:00,Node_Warkop_Kusuma,0,22.2,23.7,81,11.7,0.0,2
2026-06-30T08:00,Node_Warkop_Kusuma,0,24.0,25.7,72,10.6,0.0,2
2026-06-30T09:00,Node_Warkop_Kusuma,0,25.9,27.1,61,10.5,0.0,10
2026-06-30T10:00,Node_Warkop_Kusuma,1,27.4,29.3,54,9.5,0.0,30
2026-06-30T11:00,Node_Warkop_Kusuma,1,28.7,31.6,51,8.3,0.0,46
2026-06-30T12:00,Node_Warkop_Kusuma,1,29.7,33.0,49,8.6,0.0,45
2026-06-30T13:00,Node_Warkop_Kusuma,0,30.3,33.2,48,10.4,0.0,13
2026-06-30T14:00,Node_Warkop_Kusuma,0,30.1,32.2,50,13.4,0.0,7
2026-06-30T15:00,Node_Warkop_Kusuma,0,29.4,30.3,52,15.5,0.0,2
2026-06-30T16:00,Node_Warkop_Kusuma,0,27.8,28.4,57,17.2,0.0,0
2026-06-30T17:00,Node_Warkop_Kusuma,0,25.9,26.8,64,14.8,0.0,0
2026-06-30T18:00,Node_Warkop_Kusuma,0,24.4,25.5,70,13.8,0.0,0
2026-06-30T19:00,Node_Warkop_Kusuma,0,23.3,24.9,80,13.9,0.0,0
2026-06-30T20:00,Node_Warkop_Kusuma,0,22.9,24.6,84,14.7,0.0,0
2026-06-30T21:00,Node_Warkop_Kusuma,0,22.6,24.5,86,13.9,0.0,1
2026-06-30T22:00,Node_Warkop_Kusuma,0,22.4,24.2,86,13.6,0.0,1
2026-06-30T23:00,Node_Warkop_Kusuma,0,22.1,23.9,87,13.2,0.0,0
2026-07-01T00:00,Node_Warkop_Kusuma,0,21.9,23.8,88,12.3,0.0,0
2026-07-01T01:00,Node_Warkop_Kusuma,0,21.7,23.6,88,11.2,0.0,0
2026-07-01T02:00,Node_Warkop_Kusuma,0,21.4,23.4,88,10.5,0.0,0
2026-07-01T03:00,Node_Warkop_Kusuma,0,21.2,23.2,88,9.7,0.0,0
2026-07-01T04:00,Node_Warkop_Kusuma,0,21.0,23.1,88,8.8,0.0,6
2026-07-01T05:00,Node_Warkop_Kusuma,0,20.9,23.0,89,8.8,0.0,0
2026-07-01T06:00,Node_Warkop_Kusuma,0,21.0,23.0,88,9.3,0.0,1
2026-07-01T07:00,Node_Warkop_Kusuma,0,22.5,24.6,83,9.6,0.0,1
2026-07-01T08:00,Node_Warkop_Kusuma,0,24.7,26.7,73,10.9,0.0,3
2026-07-01T09:00,Node_Warkop_Kusuma,0,26.7,28.4,64,12.5,0.0,0
2026-07-01T10:00,Node_Warkop_Kusuma,0,28.0,30.3,61,13.6,0.0,0
2026-07-01T11:00,Node_Warkop_Kusuma,0,29.1,31.8,57,15.0,0.0,1
2026-07-01T12:00,Node_Warkop_Kusuma,0,29.6,32.1,54,17.2,0.0,0
2026-07-01T13:00,Node_Warkop_Kusuma,0,29.7,31.9,54,17.6,0.0,2
2026-07-01T14:00,Node_Warkop_Kusuma,2,29.3,31.0,54,17.8,0.0,71
2026-07-01T15:00,Node_Warkop_Kusuma,3,28.6,29.4,57,18.4,0.0,81
2026-07-01T16:00,Node_Warkop_Kusuma,2,27.4,28.3,62,17.8,0.0,78
2026-07-01T17:00,Node_Warkop_Kusuma,3,26.2,27.4,66,15.5,0.0,86
2026-07-01T18:00,Node_Warkop_Kusuma,1,25.0,26.8,72,12.7,0.0,48
2026-07-01T19:00,Node_Warkop_Kusuma,1,24.2,26.3,78,11.9,0.0,48
2026-07-01T20:00,Node_Warkop_Kusuma,2,23.6,25.6,82,12.9,0.0,55
2026-07-01T21:00,Node_Warkop_Kusuma,1,23.2,25.4,84,12.8,0.0,34
2026-07-01T22:00,Node_Warkop_Kusuma,0,22.8,25.2,87,11.5,0.0,13
2026-07-01T23:00,Node_Warkop_Kusuma,0,22.5,25.0,88,10.9,0.0,5
2026-07-02T00:00,Node_Warkop_Kusuma,1,21.8,25.6,97,5.0,0.0,47
2026-07-02T01:00,Node_Warkop_Kusuma,3,21.8,25.3,97,6.5,0.0,96
2026-07-02T02:00,Node_Warkop_Kusuma,2,21.7,25.3,98,6.2,0.0,76
