waktu,kota,weather_code,suhu,suhu_terasa,kelembapan,kecepatan_angin,curah_hujan,cloudiness
2026-07-02T03:00,Node_Warkop_Kusuma,2,21.8,25.3,97,7.0,0.0,58
2026-07-02T04:00,Node_Warkop_Kusuma,3,21.8,25.3,97,6.5,0.0,85
2026-07-02T05:00,Node_Warkop_Kusuma,3,21.6,25.1,97,6.7,0.0,96
2026-07-02T06:00,Node_Warkop_Kusuma,3,21.4,24.6,96,7.3,0.0,98
2026-07-02T07:00,Node_Warkop_Kusuma,3,22.0,25.4,93,6.2,0.0,98
2026-07-02T08:00,Node_Warkop_Kusuma,3,23.6,27.4,87,5.1,0.0,96
2026-07-02T09:00,Node_Warkop_Kusuma,3,25.9,29.1,73,6.9,0.0,96
2026-07-02T10:00,Node_Warkop_Kusuma,3,27.7,31.0,62,7.7,0.0,98
2026-07-02T11:00,Node_Warkop_Kusuma,3,29.1,32.8,56,7.9,0.0,98
2026-07-02T12:00,Node_Warkop_Kusuma,3,30.2,33.7,51,9.4,0.0,98
2026-07-02T13:00,Node_Warkop_Kusuma,3,30.5,33.1,50,10.1,0.0,98
2026-07-02T14:00,Node_Warkop_Kusuma,3,30.9,33.4,49,11.8,0.0,99
2026-07-02T15:00,Node_Warkop_Kusuma,3,30.0,31.8,55,13.2,0.0,93
2026-07-02T16:00,Node_Warkop_Kusuma,3,28.8,30.8,60,13.2,0.0,87
2026-07-02T17:00,Node_Warkop_Kusuma,2,27.1,29.0,65,13.6,0.0,73
2026-07-02T18:00,Node_Warkop_Kusuma,1,25.2,27.3,72,11.9,0.0,49
2026-07-02T19:00,Node_Warkop_Kusuma,1,24.2,26.5,80,11.5,0.0,27
2026-07-02T20:00,Node_Warkop_Kusuma,1,23.6,26.3,85,10.8,0.0,29
2026-07-02T21:00,Node_Warkop_Kusuma,1,23.3,26.3,87,9.3,0.0,33
2026-07-02T22:00,Node_Warkop_Kusuma,1,22.9,25.8,89,9.8,0.0,29
2026-07-02T23:00,Node_Warkop_Kusuma,1,22.6,25.5,91,10.3,0.0,20
2026-07-03T00:00,Node_Warkop_Kusuma,0,22.3,25.0,91,9.8,0.0,16
2026-07-03T01:00,Node_Warkop_Kusuma,1,21.9,24.9,92,7.2,0.0,23
2026-07-03T02:00,Node_Warkop_Kusuma,1,21.5,24.6,93,6.5,0.0,20
2026-07-03T03:00,Node_Warkop_Kusuma,0,21.2,24.2,93,6.3,0.0,1
2026-07-03T04:00,Node_Warkop_Kusuma,0,20.9,23.8,95,6.5,0.0,1
2026-07-03T05:00,Node_Warkop_Kusuma,0,20.7,23.6,96,6.5,0.0,2
2026-07-03T06:00,Node_Warkop_Kusuma,0,20.5,23.5,96,5.8,0.0,9
2026-07-03T07:00,Node_Warkop_Kusuma,0,21.6,24.7,92,5.8,0.0,1
2026-07-03T08:00,Node_Warkop_Kusuma,0,23.9,27.0,80,5.1,0.0,1
2026-07-03T09:00,Node_Warkop_Kusuma,0,26.2,29.0,67,5.8,0.0,0
2026-07-03T10:00,Node_Warkop_Kusuma,0,28.0,31.4,58,4.6,0.0,0
2026-07-03T11:00,Node_Warkop_Kusuma,0,29.3,33.3,53,4.1,0.0,0
2026-07-03T12:00,Node_Warkop_Kusuma,0,30.2,34.3,50,5.2,0.0,2
2026-07-03T13:00,Node_Warkop_Kusuma,0,30.6,34.5,50,7.0,0.0,2
2026-07-03T14:00,Node_Warkop_Kusuma,0,30.6,34.1,53,9.0,0.0,7
2026-07-03T15:00,Node_Warkop_Kusuma,0,30.2,32.9,56,9.6,0.0,9
2026-07-03T16:00,Node_Warkop_Kusuma,0,29.1,31.5,60,10.9,0.0,13
2026-07-03T17:00,Node_Warkop_Kusuma,0,27.5,30.2,66,9.4,0.0,7
2026-07-03T18:00,Node_Warkop_Kusuma,0,25.8,29.0,73,6.6,0.0,11
2026-07-03T19:00,Node_Warkop_Kusuma,0,24.8,28.2,78,6.0,0.0,17
2026-07-03T20:00,Node_Warkop_Kusuma,0,24.0,27.8,83,3.9,0.0,4
2026-07-03T21:00,Node_Warkop_Kusuma,0,23.5,27.1,86,5.2,0.0,1
2026-07-03T22:00,Node_Warkop_Kusuma,0,23.0,26.5,88,6.0,0.0,1
2026-07-03T23:00,Node_Warkop_Kusuma,0,22.6,26.3,90,3.8,0.0,1
2026-07-04T00:00,Node_Warkop_Kusuma,0,22.1,26.0,93,3.2,0.0,3
2026-07-04T01:00,Node_Warkop_Kusuma,0,21.7,25.2,95,4.7,0.0,3
2026-07-04T02:00,Node_Warkop_Kusuma,0,21.2,24.7,97,5.0,0.0,2
2026-07-04T03:00,Node_Warkop_Kusuma,0,20.9,24.2,98,5.8,0.0,0
2026-07-04T04:00,Node_Warkop_Kusuma,0,20.8,23.9,98,6.9,0.0,2
2026-07-04T05:00,Node_Warkop_Kusuma,0,20.6,23.6,99,7.1,0.0,10
2026-07-04T06:00,Node_Warkop_Kusuma,0,20.4,23.4,99,7.1,0.0,1
2026-07-04T07:00,Node_Warkop_Kusuma,0,22.1,25.3,90,5.5,0.0,10
2026-07-04T08:00,Node_Warkop_Kusuma,0,24.6,28.4,79,3.1,0.0,0
2026-07-04T09:00,Node_Warkop_Kusuma,0,26.8,30.2,67,2.7,0.0,0
2026-07-04T10:00,Node_Warkop_Kusuma,0,28.2,32.3,60,2.1,0.0,0
2026-07-04T11:00,Node_Warkop_Kusuma,0,29.3,33.8,55,3.8,0.0,0
2026-07-04T12:00,Node_Warkop_Kusuma,0,30.3,34.8,53,5.6,0.0,0
2026-07-04T13:00,Node_Warkop_Kusuma,0,31.0,35.4,53,7.0,0.0,8
2026-07-04T14:00,Node_Warkop_Kusuma,1,31.2,35.1,54,8.7,0.0,27
2026-07-04T15:00,Node_Warkop_Kusuma,1,31.5,34.3,52,8.9,0.0,26
2026-07-04T16:00,Node_Warkop_Kusuma,1,30.9,33.5,52,7.7,0.0,41
2026-07-04T17:00,Node_Warkop_Kusuma,1,29.0,32.5,62,6.3,0.0,20
2026-07-04T18:00,Node_Warkop_Kusuma,0,27.0,30.7,74,7.7,0.0,10
2026-07-04T19:00,Node_Warkop_Kusuma,0,25.7,29.6,81,7.2,0.0,2
2026-07-04T20:00,Node_Warkop_Kusuma,0,24.9,29.0,85,5.6,0.0,2
2026-07-04T21:00,Node_Warkop_Kusuma,0,24.4,28.8,87,3.5,0.0,5
2026-07-04T22:00,Node_Warkop_Kusuma,0,23.9,28.4,91,3.3,0.0,4
2026-07-04T23:00,Node_Warkop_Kusuma,0,23.5,27.9,93,4.2,0.0,0
2026-07-05T00:00,Node_Warkop_Kusuma,0,23.1,27.6,94,3.5,0.0,4
2026-07-05T01:00,Node_Warkop_Kusuma,0,22.8,27.2,96,3.2,0.0,5
2026-07-05T02:00,Node_Warkop_Kusuma,0,22.5,26.7,96,3.9,0.0,0
2026-07-05T03:00,Node_Warkop_Kusuma,0,22.1,26.0,97,5.3,0.0,2
2026-07-05T04:00,Node_Warkop_Kusuma,1,21.7,25.4,99,6.6,0.0,48
2026-07-05T05:00,Node_Warkop_Kusuma,3,21.7,25.3,99,7.0,0.0,94
2026-07-05T06:00,Node_Warkop_Kusuma,1,21.7,25.2,98,6.9,0.0,45
2026-07-05T07:00,Node_Warkop_Kusuma,1,22.5,26.3,94,5.6,0.0,46
2026-07-05T08:00,Node_Warkop_Kusuma,0,24.7,28.8,84,4.5,0.0,7
2026-07-05T09:00,Node_Warkop_Kusuma,0,27.1,31.2,71,3.8,0.0,1
2026-07-05T10:00,Node_Warkop_Kusuma,0,28.9,33.5,63,3.6,0.0,1
2026-07-05T11:00,Node_Warkop_Kusuma,0,30.2,35.4,57,2.4,0.0,0
2026-07-05T12:00,Node_Warkop_Kusuma,0,31.3,36.4,52,2.7,0.0,2
2026-07-05T13:00,Node_Warkop_Kusuma,1,31.9,36.3,48,4.2,0.0,41
2026-07-05T14:00,Node_Warkop_Kusuma,0,31.8,35.4,50,6.9,0.0,8
2026-07-05T15:00,Node_Warkop_Kusuma,0,31.1,33.9,55,11.2,0.0,13
2026-07-05T16:00,Node_Warkop_Kusuma,0,30.5,33.1,57,11.7,0.0,15
2026-07-05T17:00,Node_Warkop_Kusuma,0,29.2,31.8,59,9.3,0.0,9
2026-07-05T18:00,Node_Warkop_Kusuma,0,27.6,30.7,68,8.3,0.0,15
2026-07-05T19:00,Node_Warkop_Kusuma,1,26.0,29.1,78,11.9,0.0,31
2026-07-05T20:00,Node_Warkop_Kusuma,0,25.1,28.6,82,8.8,0.0,13
2026-07-05T21:00,Node_Warkop_Kusuma,0,24.6,28.5,85,6.2,0.0,14
2026-07-05T22:00,Node_Warkop_Kusuma,0,24.3,28.1,86,6.4,0.0,2
2026-07-05T23:00,Node_Warkop_Kusuma,0,23.8,27.5,89,8.0,0.0,13
2026-07-06T00:00,Node_Warkop_Kusuma,1,23.5,27.3,91,7.3,0.0,25
2026-07-06T01:00,Node_Warkop_Kusuma,0,23.2,27.1,93,6.5,0.0,17
2026-07-06T02:00,Node_Warkop_Kusuma,0,22.8,26.8,95,5.8,0.0,13
2026-07-06T03:00,Node_Warkop_Kusuma,0,22.4,26.5,97,5.2,0.0,6
2026-07-06T04:00,Node_Warkop_Kusuma,0,22.3,26.3,97,5.0,0.0,1
2026-07-06T05:00,Node_Warkop_Kusuma,0,22.3,26.3,97,4.9,0.0,0
2026-07-06T06:00,Node_Warkop_Kusuma,0,22.5,26.5,95,5.2,0.0,0
2026-07-06T07:00,Node_Warkop_Kusuma,0,23.3,27.1,90,5.7,0.0,0
2026-07-06T08:00,Node_Warkop_Kusuma,0,25.0,28.6,80,6.4,0.0,0
2026-07-06T09:00,Node_Warkop_Kusuma,0,27.4,30.6,68,7.2,0.0,0
2026-07-06T10:00,Node_Warkop_Kusuma,0,29.3,32.7,60,7.9,0.0,0
2026-07-06T11:00,Node_Warkop_Kusuma,1,30.5,34.5,55,8.4,0.0,22
2026-07-06T12:00,Node_Warkop_Kusuma,2,31.4,35.5,52,8.8,0.0,52
2026-07-06T13:00,Node_Warkop_Kusuma,2,31.7,35.7,51,9.2,0.0,74
2026-07-06T14:00,Node_Warkop_Kusuma,51,31.4,34.9,53,9.7,0.3,82
2026-07-06T15:00,Node_Warkop_Kusuma,51,30.6,33.6,58,10.3,0.3,82
2026-07-06T16:00,Node_Warkop_Kusuma,51,29.6,32.8,63,10.9,0.3,75
2026-07-06T17:00,Node_Warkop_Kusuma,2,28.3,31.6,69,11.5,0.0,55
2026-07-06T18:00,Node_Warkop_Kusuma,1,26.9,30.1,76,12.4,0.0,28
2026-07-06T19:00,Node_Warkop_Kusuma,0,25.7,28.7,81,13.1,0.0,7
2026-07-06T20:00,Node_Warkop_Kusuma,0,25.0,27.8,82,13.4,0.0,0
2026-07-06T21:00,Node_Warkop_Kusuma,0,24.7,27.1,81,13.7,0.0,1
2026-07-06T22:00,Node_Warkop_Kusuma,0,24.4,26.6,80,13.7,0.0,2
2026-07-06T23:00,Node_Warkop_Kusuma,0,24.0,26.2,83,13.7,0.0,2
2026-07-07T00:00,Node_Warkop_Kusuma,0,23.6,26.0,86,13.6,0.0,3
2026-07-07T01:00,Node_Warkop_Kusuma,0,23.2,25.8,89,13.2,0.0,3
2026-07-07T02:00,Node_Warkop_Kusuma,0,22.9,25.7,91,12.4,0.0,3
2026-07-07T03:00,Node_Warkop_Kusuma,0,22.7,25.6,93,11.2,0.0,2
2026-07-07T04:00,Node_Warkop_Kusuma,0,22.6,25.5,92,10.8,0.0,1
2026-07-07T05:00,Node_Warkop_Kusuma,0,22.6,25.2,90,11.3,0.0,0
2026-07-07T06:00,Node_Warkop_Kusuma,0,22.8,24.9,85,12.5,0.0,0
2026-07-07T07:00,Node_Warkop_Kusuma,0,23.5,25.3,80,13.4,0.0,0
2026-07-07T08:00,Node_Warkop_Kusuma,0,25.0,26.7,72,13.6,0.0,0
2026-07-07T09:00,Node_Warkop_Kusuma,0,27.0,28.7,64,13.5,0.0,0
2026-07-07T10:00,Node_Warkop_Kusuma,0,28.8,30.9,57,13.3,0.0,2
2026-07-07T11:00,Node_Warkop_Kusuma,0,30.2,33.1,52,12.2,0.0,8
2026-07-07T12:00,Node_Warkop_Kusuma,0,31.4,34.7,47,10.5,0.0,17
2026-07-07T13:00,Node_Warkop_Kusuma,1,32.0,35.2,45,10.3,0.0,21
2026-07-07T14:00,Node_Warkop_Kusuma,0,31.7,34.2,47,12.7,0.0,18
2026-07-07T15:00,Node_Warkop_Kusuma,0,30.7,32.2,53,16.3,0.0,11
2026-07-07T16:00,Node_Warkop_Kusuma,0,29.6,30.9,58,18.8,0.0,5
2026-07-07T17:00,Node_Warkop_Kusuma,0,28.1,29.5,63,18.5,0.0,2
2026-07-07T18:00,Node_Warkop_Kusuma,0,26.5,27.8,68,17.4,0.0,1
2026-07-07T19:00,Node_Warkop_Kusuma,0,25.2,26.4,72,16.9,0.0,0
2026-07-07T20:00,Node_Warkop_Kusuma,0,24.5,25.4,73,17.9,0.0,0
2026-07-07T21:00,Node_Warkop_Kusuma,0,24.1,24.5,73,19.2,0.0,0
2026-07-07T22:00,Node_Warkop_Kusuma,0,23.7,23.9,73,19.6,0.0,0
2026-07-07T23:00,Node_Warkop_Kusuma,0,23.2,23.6,75,18.2,0.0,0
2026-07-08T00:00,Node_Warkop_Kusuma,0,22.7,23.5,78,16.2,0.0,0
2026-07-08T01:00,Node_Warkop_Kusuma,0,22.2,23.4,81,14.7,0.0,0
2026-07-08T02:00,Node_Warkop_Kusuma,0,21.8,23.2,84,13.4,0.0,0
2026-07-08T03:00,Node_Warkop_Kusuma,0,21.3,23.0,88,12.3,0.0,0
2026-07-08T04:00,Node_Warkop_Kusuma,0,21.2,23.0,89,11.7,0.0,0
2026-07-08T05:00,Node_Warkop_Kusuma,0,22.2,23.7,84,13.9,0.0,1
2026-07-08T06:00,Node_Warkop_Kusuma,0,22.5,24.1,83,13.7,0.0,1
2026-07-08T07:00,Node_Warkop_Kusuma,0,23.1,24.6,80,14.0,0.0,1
2026-07-08T08:00,Node_Warkop_Kusuma,0,24.1,25.2,73,14.8,0.0,1
2026-07-08T09:00,Node_Warkop_Kusuma,0,25.5,26.2,65,16.3,0.0,1
2026-07-08T10:00,Node_Warkop_Kusuma,0,27.1,27.2,56,18.2,0.0,1
2026-07-08T11:00,Node_Warkop_Kusuma,0,28.7,28.9,49,20.1,0.0,1
2026-07-08T12:00,Node_Warkop_Kusuma,0,29.8,30.0,44,21.6,0.0,1
2026-07-08T13:00,Node_Warkop_Kusuma,0,30.3,30.2,42,22.4,0.0,1
2026-07-08T14:00,Node_Warkop_Kusuma,0,29.9,29.6,43,22.1,0.0,1
2026-07-08T15:00,Node_Warkop_Kusuma,0,28.9,28.3,47,21.1,0.0,2
2026-07-08T16:00,Node_Warkop_Kusuma,0,27.5,27.1,52,19.6,0.0,2
2026-07-08T17:00,Node_Warkop_Kusuma,0,26.0,26.0,59,18.4,0.0,2
2026-07-08T18:00,Node_Warkop_Kusuma,0,24.6,24.9,66,17.3,0.0,3
2026-07-08T19:00,Node_Warkop_Kusuma,0,23.6,24.2,72,16.5,0.0,3
2026-07-08T20:00,Node_Warkop_Kusuma,0,22.9,23.6,76,15.9,0.0,3
2026-07-08T21:00,Node_Warkop_Kusuma,0,22.3,23.2,79,15.3,0.0,2
2026-07-08T22:00,Node_Warkop_Kusuma,0,21.9,22.9,82,14.7,0.0,1
2026-07-08T23:00,Node_Warkop_Kusuma,0,21.5,22.7,84,14.1,0.0,0
2026-07-09T00:00,Node_Warkop_Kusuma,0,21.2,22.4,86,13.6,0.0,1
2026-07-09T01:00,Node_Warkop_Kusuma,0,21.0,22.3,86,13.2,0.0,2
2026-07-09T02:00,Node_Warkop_Kusuma,0,20.8,22.0,86,12.9,0.0,5
2026-07-09T03:00,Node_Warkop_Kusuma,0,20.6,21.7,85,12.4,0.0,8
2026-07-09T04:00,Node_Warkop_Kusuma,0,20.5,21.4,84,12.1,0.0,12
2026-07-09T05:00,Node_Warkop_Kusuma,0,20.5,21.3,81,11.8,0.0,17
2026-07-09T06:00,Node_Warkop_Kusuma,1,20.8,21.5,78,11.6,0.0,23
2026-07-09T07:00,Node_Warkop_Kusuma,1,21.4,22.0,75,11.5,0.0,30
2026-07-09T08:00,Node_Warkop_Kusuma,1,22.6,23.2,69,11.6,0.0,39
2026-07-09T09:00,Node_Warkop_Kusuma,2,24.4,25.1,62,11.7,0.0,51
2026-07-09T10:00,Node_Warkop_Kusuma,2,26.5,27.2,56,12.2,0.0,64
2026-07-09T11:00,Node_Warkop_Kusuma,2,28.5,30.0,50,12.5,0.0,76
2026-07-09T12:00,Node_Warkop_Kusuma,3,30.0,31.9,47,13.1,0.0,87
2026-07-09T13:00,Node_Warkop_Kusuma,3,30.7,32.7,46,13.4,0.0,94
2026-07-09T14:00,Node_Warkop_Kusuma,3,30.5,32.1,47,13.8,0.0,99
2026-07-09T15:00,Node_Warkop_Kusuma,3,29.5,30.4,50,14.4,0.0,100
2026-07-09T16:00,Node_Warkop_Kusuma,3,28.1,29.0,55,14.9,0.0,100
2026-07-09T17:00,Node_Warkop_Kusuma,3,26.5,27.4,62,15.2,0.0,100
2026-07-09T18:00,Node_Warkop_Kusuma,3,25.0,26.1,68,15.2,0.0,100
2026-07-09T19:00,Node_Warkop_Kusuma,3,23.9,25.1,74,14.8,0.0,96
2026-07-09T20:00,Node_Warkop_Kusuma,3,23.2,24.6,78,13.6,0.0,86
2026-07-09T21:00,Node_Warkop_Kusuma,2,22.5,24.2,81,11.8,0.0,71
2026-07-09T22:00,Node_Warkop_Kusuma,2,22.0,24.0,84,9.9,0.0,54
2026-07-09T23:00,Node_Warkop_Kusuma,1,21.5,23.8,87,8.3,0.0,37
2026-07-10T00:00,Node_Warkop_Kusuma,1,21.2,23.6,89,7.3,0.0,22
2026-07-10T01:00,Node_Warkop_Kusuma,0,20.9,23.4,91,6.6,0.0,12
2026-07-10T02:00,Node_Warkop_Kusuma,0,20.6,23.2,93,6.2,0.0,8
2026-07-10T03:00,Node_Warkop_Kusuma,0,20.2,22.9,95,6.0,0.0,7
2026-07-10T04:00,Node_Warkop_Kusuma,0,20.0,22.7,97,6.0,0.0,9
2026-07-10T05:00,Node_Warkop_Kusuma,0,19.9,22.6,98,6.3,0.0,12
2026-07-10T06:00,Node_Warkop_Kusuma,0,20.1,22.8,96,6.4,0.0,15
2026-07-10T07:00,Node_Warkop_Kusuma,0,20.7,23.4,92,5.8,0.0,17
2026-07-10T08:00,Node_Warkop_Kusuma,0,22.0,24.7,84,4.2,0.0,19
2026-07-10T09:00,Node_Warkop_Kusuma,1,23.8,26.6,73,2.3,0.0,20
2026-07-10T10:00,Node_Warkop_Kusuma,1,26.0,28.5,62,3.1,0.0,22
2026-07-10T11:00,Node_Warkop_Kusuma,1,28.1,30.7,53,5.6,0.0,24
2026-07-10T12:00,Node_Warkop_Kusuma,1,29.8,32.5,47,7.7,0.0,26
2026-07-10T13:00,Node_Warkop_Kusuma,1,30.7,33.4,45,8.5,0.0,27
2026-07-10T14:00,Node_Warkop_Kusuma,1,30.7,33.3,45,7.8,0.0,27
2026-07-10T15:00,Node_Warkop_Kusuma,1,30.1,32.3,48,6.3,0.0,27
2026-07-10T16:00,Node_Warkop_Kusuma,1,29.1,31.4,53,6.4,0.0,26
2026-07-10T17:00,Node_Warkop_Kusuma,1,27.9,30.2,60,8.3,0.0,26
2026-07-10T18:00,Node_Warkop_Kusuma,1,26.8,29.0,66,10.7,0.0,25
2026-07-10T19:00,Node_Warkop_Kusuma,1,25.9,28.1,71,12.1,0.0,25
2026-07-10T20:00,Node_Warkop_Kusuma,1,25.2,27.4,75,11.8,0.0,26
2026-07-10T21:00,Node_Warkop_Kusuma,1,24.5,26.9,77,10.5,0.0,27
2026-07-10T22:00,Node_Warkop_Kusuma,1,23.8,26.4,80,8.3,0.0,29
2026-07-10T23:00,Node_Warkop_Kusuma,1,23.2,26.0,82,6.1,0.0,30
2026-07-11T00:00,Node_Warkop_Kusuma,1,22.6,25.7,83,4.1,0.0,30
2026-07-11T01:00,Node_Warkop_Kusuma,1,22.2,25.4,85,3.1,0.0,29
2026-07-11T02:00,Node_Warkop_Kusuma,1,21.9,25.0,87,3.1,0.0,26
2026-07-11T03:00,Node_Warkop_Kusuma,1,21.5,24.6,89,3.6,0.0,20
2026-07-11T04:00,Node_Warkop_Kusuma,0,21.2,24.3,92,4.5,0.0,14
2026-07-11T05:00,Node_Warkop_Kusuma,0,21.1,24.0,93,5.6,0.0,8
2026-07-11T06:00,Node_Warkop_Kusuma,0,21.3,24.1,92,6.1,0.0,4
2026-07-11T07:00,Node_Warkop_Kusuma,0,21.8,24.6,88,6.0,0.0,2
2026-07-11T08:00,Node_Warkop_Kusuma,0,23.1,25.9,80,5.0,0.0,3
2026-07-11T09:00,Node_Warkop_Kusuma,0,24.9,27.6,69,3.7,0.0,5
2026-07-11T10:00,Node_Warkop_Kusuma,0,27.1,29.7,58,3.6,0.0,8
2026-07-11T11:00,Node_Warkop_Kusuma,0,29.2,32.1,49,5.0,0.0,13
2026-07-11T12:00,Node_Warkop_Kusuma,1,30.8,33.8,43,6.5,0.0,20
2026-07-11T13:00,Node_Warkop_Kusuma,1,31.7,34.5,40,7.2,0.0,27
2026-07-11T14:00,Node_Warkop_Kusuma,1,31.7,34.1,40,6.7,0.0,37
2026-07-11T15:00,Node_Warkop_Kusuma,2,31.0,32.7,41,5.3,0.0,51
2026-07-11T16:00,Node_Warkop_Kusuma,2,29.9,31.5,44,3.5,0.0,67
2026-07-11T17:00,Node_Warkop_Kusuma,3,28.5,30.4,48,2.4,0.0,81
2026-07-11T18:00,Node_Warkop_Kusuma,3,27.2,29.0,52,2.9,0.0,92
2026-07-11T19:00,Node_Warkop_Kusuma,3,26.2,28.0,56,3.6,0.0,98
2026-07-11T20:00,Node_Warkop_Kusuma,3,25.4,27.3,59,3.6,0.0,98
2026-07-11T21:00,Node_Warkop_Kusuma,3,24.6,26.6,63,3.1,0.0,93
2026-07-11T22:00,Node_Warkop_Kusuma,3,23.8,26.1,67,2.3,0.0,86
2026-07-11T23:00,Node_Warkop_Kusuma,2,23.1,25.6,72,1.5,0.0,77
2026-07-12T00:00,Node_Warkop_Kusuma,2,22.5,25.2,76,1.0,0.0,67
2026-07-12T01:00,Node_Warkop_Kusuma,2,22.0,24.8,79,0.9,0.0,58
2026-07-12T02:00,Node_Warkop_Kusuma,1,21.5,24.3,83,1.4,0.0,48
2026-07-12T03:00,Node_Warkop_Kusuma,1,21.0,23.8,87,2.5,0.0,35
2026-07-12T04:00,Node_Warkop_Kusuma,1,20.6,23.3,90,4.0,0.0,22
2026-07-12T05:00,Node_Warkop_Kusuma,0,20.4,23.0,92,5.2,0.0,10
2026-07-12T06:00,Node_Warkop_Kusuma,0,20.5,23.0,92,6.1,0.0,3
2026-07-12T07:00,Node_Warkop_Kusuma,0,21.1,23.5,88,6.3,0.0,2
2026-07-12T08:00,Node_Warkop_Kusuma,0,22.4,24.8,81,5.7,0.0,11
2026-07-12T09:00,Node_Warkop_Kusuma,1,24.4,26.9,70,4.6,0.0,28
2026-07-12T10:00,Node_Warkop_Kusuma,1,26.8,29.3,59,4.0,0.0,49
2026-07-12T11:00,Node_Warkop_Kusuma,2,29.1,32.2,50,4.7,0.0,70
2026-07-12T12:00,Node_Warkop_Kusuma,3,31.0,34.3,44,5.6,0.0,87
2026-07-12T13:00,Node_Warkop_Kusuma,3,32.1,35.3,41,6.3,0.0,94
2026-07-12T14:00,Node_Warkop_Kusuma,3,32.3,35.3,42,6.0,0.0,90
2026-07-12T15:00,Node_Warkop_Kusuma,2,32.0,34.4,44,5.1,0.0,79
2026-07-12T16:00,Node_Warkop_Kusuma,2,31.2,33.8,47,3.8,0.0,62
2026-07-12T17:00,Node_Warkop_Kusuma,1,30.1,33.3,52,2.3,0.0,45
2026-07-12T18:00,Node_Warkop_Kusuma,1,29.0,32.6,57,1.0,0.0,29
2026-07-12T19:00,Node_Warkop_Kusuma,0,28.1,31.8,62,1.1,0.0,18
2026-07-12T20:00,Node_Warkop_Kusuma,0,27.2,30.9,66,1.8,0.0,12
2026-07-12T21:00,Node_Warkop_Kusuma,0,26.2,29.7,70,2.8,0.0,7
2026-07-12T22:00,Node_Warkop_Kusuma,0,25.1,28.5,74,3.7,0.0,4
2026-07-12T23:00,Node_Warkop_Kusuma,0,24.1,27.3,78,4.4,0.0,4
2026-07-13T00:00,Node_Warkop_Kusuma,0,23.3,26.3,81,5.1,0.0,5
2026-07-13T01:00,Node_Warkop_Kusuma,0,22.7,25.6,84,5.7,0.0,9
2026-07-13T02:00,Node_Warkop_Kusuma,0,22.3,25.3,87,6.0,0.0,17
2026-07-13T03:00,Node_Warkop_Kusuma,1,22.1,25.1,90,6.3,0.0,30
2026-07-13T04:00,Node_Warkop_Kusuma,1,22.0,25.1,91,6.5,0.0,45
2026-07-13T05:00,Node_Warkop_Kusuma,2,22.2,25.4,92,6.5,0.0,60
2026-07-13T06:00,Node_Warkop_Kusuma,2,22.6,26.0,90,6.1,0.0,72
2026-07-13T07:00,Node_Warkop_Kusuma,2,23.2,26.7,87,5.6,0.0,79
2026-07-13T08:00,Node_Warkop_Kusuma,2,24.5,28.1,81,4.5,0.0,79
2026-07-13T09:00,Node_Warkop_Kusuma,2,26.3,30.0,72,3.1,0.0,74
2026-07-13T10:00,Node_Warkop_Kusuma,2,28.3,32.0,62,2.7,0.0,66
2026-07-13T11:00,Node_Warkop_Kusuma,2,30.3,34.5,55,3.8,0.0,58
2026-07-13T12:00,Node_Warkop_Kusuma,2,31.8,36.3,50,4.9,0.0,52
2026-07-13T13:00,Node_Warkop_Kusuma,2,32.6,37.1,48,5.1,0.0,51
2026-07-13T14:00,Node_Warkop_Kusuma,2,32.4,36.8,48,4.0,0.0,56
2026-07-13T15:00,Node_Warkop_Kusuma,2,31.6,35.6,52,2.3,0.0,66
2026-07-13T16:00,Node_Warkop_Kusuma,2,30.4,34.2,57,2.9,0.0,78
2026-07-13T17:00,Node_Warkop_Kusuma,3,29.0,32.6,63,5.8,0.0,89
2026-07-13T18:00,Node_Warkop_Kusuma,3,27.6,31.1,70,8.3,0.0,96
2026-07-13T19:00,Node_Warkop_Kusuma,3,26.6,30.0,75,9.7,0.0,98
2026-07-13T20:00,Node_Warkop_Kusuma,3,25.9,29.3,79,9.9,0.0,92
2026-07-13T21:00,Node_Warkop_Kusuma,2,25.3,28.8,82,9.3,0.0,79
2026-07-13T22:00,Node_Warkop_Kusuma,2,24.7,28.3,84,8.3,0.0,64
2026-07-13T23:00,Node_Warkop_Kusuma,1,24.2,27.9,86,7.4,0.0,47
2026-07-14T00:00,Node_Warkop_Kusuma,1,23.8,27.5,88,6.7,0.0,32
2026-07-14T01:00,Node_Warkop_Kusuma,1,23.5,27.2,89,6.2,0.0,21
2026-07-14T02:00,Node_Warkop_Kusuma,0,23.2,26.9,90,5.9,0.0,14
2026-07-14T03:00,Node_Warkop_Kusuma,0,22.8,26.6,92,5.6,0.0,8
2026-07-14T04:00,Node_Warkop_Kusuma,0,22.6,26.3,93,5.3,0.0,4
2026-07-14T05:00,Node_Warkop_Kusuma,0,22.5,26.2,92,5.5,0.0,1
2026-07-14T06:00,Node_Warkop_Kusuma,0,22.7,26.3,90,5.7,0.0,1
2026-07-14T07:00,Node_Warkop_Kusuma,0,23.2,26.6,87,6.1,0.0,2
2026-07-14T08:00,Node_Warkop_Kusuma,0,24.4,27.6,80,6.5,0.0,6
2026-07-14T09:00,Node_Warkop_Kusuma,0,26.1,29.1,70,6.7,0.0,13
2026-07-14T10:00,Node_Warkop_Kusuma,1,28.1,30.9,61,6.9,0.0,22
