waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-21T00:00,Node_Warkop_Kusuma,24.5,29.5,96,Clouds,Berawan,6.0,0.0,73
2026-04-21T01:00,Node_Warkop_Kusuma,24.4,29.3,96,Clouds,Berawan,6.9,0.0,70
2026-04-21T02:00,Node_Warkop_Kusuma,24.2,29.1,96,Clouds,Sebagian Berawan,6.7,0.0,43
2026-04-21T03:00,Node_Warkop_Kusuma,23.8,28.7,98,Clear,Cerah,6.0,0.0,6
2026-04-21T04:00,Node_Warkop_Kusuma,23.5,28.3,98,Clouds,Sebagian Berawan,5.5,0.0,45
2026-04-21T05:00,Node_Warkop_Kusuma,23.4,27.9,98,Clouds,Berawan,6.2,0.0,65
2026-04-21T06:00,Node_Warkop_Kusuma,23.5,27.9,96,Clouds,Berawan,6.1,0.0,62
2026-04-21T07:00,Node_Warkop_Kusuma,25.5,30.5,90,Clouds,Mendung,5.2,0.0,98
2026-04-21T08:00,Node_Warkop_Kusuma,27.2,32.3,82,Clouds,Mendung,7.2,0.0,97
2026-04-21T09:00,Node_Warkop_Kusuma,29.0,34.1,74,Clouds,Mendung,8.4,0.0,89
2026-04-21T10:00,Node_Warkop_Kusuma,30.3,35.8,67,Clouds,Mendung,9.6,0.0,95
2026-04-21T11:00,Node_Warkop_Kusuma,30.9,36.9,65,Clouds,Mendung,11.3,0.0,96
2026-04-21T12:00,Node_Warkop_Kusuma,29.1,33.7,71,Drizzle,Gerimis Ringan,15.9,0.1,94
2026-04-21T13:00,Node_Warkop_Kusuma,30.3,35.1,64,Drizzle,Gerimis Sedang,12.6,0.7,99
2026-04-21T14:00,Node_Warkop_Kusuma,29.5,33.6,69,Drizzle,Gerimis Ringan,13.5,0.3,98
2026-04-21T15:00,Node_Warkop_Kusuma,29.3,33.3,70,Drizzle,Gerimis Sedang,11.3,0.5,100
2026-04-21T16:00,Node_Warkop_Kusuma,28.6,32.2,70,Drizzle,Gerimis Ringan,10.8,0.1,99
2026-04-21T17:00,Node_Warkop_Kusuma,27.8,31.7,76,Clouds,Mendung,11.4,0.0,99
2026-04-21T18:00,Node_Warkop_Kusuma,26.6,30.5,81,Clouds,Mendung,12.1,0.0,98
2026-04-21T19:00,Node_Warkop_Kusuma,26.3,30.5,85,Clouds,Mendung,11.8,0.0,100
2026-04-21T20:00,Node_Warkop_Kusuma,26.0,30.4,87,Clouds,Mendung,10.6,0.0,100
2026-04-21T21:00,Node_Warkop_Kusuma,25.6,30.5,90,Clouds,Mendung,7.6,0.0,100
2026-04-21T22:00,Node_Warkop_Kusuma,25.4,30.2,91,Clouds,Mendung,7.8,0.0,98
2026-04-21T23:00,Node_Warkop_Kusuma,25.0,30.1,93,Clouds,Mendung,6.3,0.0,98
