waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness,sumber
2026-05-18T15:02,Selogiri,28.34,35.25,92,Clear,Cerah,1.4,0,2,current
