waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness,sumber
2026-05-18T15:30,Sukoharjo,27.97,34,92,Clear,Cerah,1.11,0,4,current
