waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-26T00:00,Node_Warkop_Kusuma,24.9,30.5,91,Clouds,Mendung,0.3,0.0,99
2026-04-26T01:00,Node_Warkop_Kusuma,24.8,30.5,92,Clouds,Mendung,0.3,0.0,99
2026-04-26T02:00,Node_Warkop_Kusuma,24.4,29.7,95,Clouds,Mendung,3.3,0.0,100
2026-04-26T03:00,Node_Warkop_Kusuma,23.9,28.9,98,Clouds,Mendung,4.8,0.0,100
2026-04-26T04:00,Node_Warkop_Kusuma,23.6,28.7,97,Clouds,Mendung,3.5,0.0,99
2026-04-26T05:00,Node_Warkop_Kusuma,23.4,28.4,96,Clouds,Mendung,2.7,0.0,86
2026-04-26T06:00,Node_Warkop_Kusuma,23.7,28.8,94,Clouds,Berawan,2.0,0.0,64
2026-04-26T07:00,Node_Warkop_Kusuma,25.2,30.4,90,Clouds,Sebagian Berawan,4.1,0.0,41
2026-04-26T08:00,Node_Warkop_Kusuma,27.0,32.5,83,Clouds,Berawan,4.2,0.0,60
2026-04-26T09:00,Node_Warkop_Kusuma,28.6,34.3,77,Clouds,Mendung,5.5,0.0,97
2026-04-26T10:00,Node_Warkop_Kusuma,30.2,36.6,70,Clouds,Mendung,7.3,0.0,89
2026-04-26T11:00,Node_Warkop_Kusuma,31.2,37.5,64,Clouds,Mendung,9.0,0.0,84
2026-04-26T12:00,Node_Warkop_Kusuma,31.6,37.8,62,Clouds,Mendung,9.3,0.0,96
2026-04-26T13:00,Node_Warkop_Kusuma,32.2,37.4,58,Drizzle,Gerimis Ringan,10.4,0.2,40
2026-04-26T14:00,Node_Warkop_Kusuma,31.9,36.4,55,Drizzle,Gerimis Ringan,8.0,0.3,97
2026-04-26T15:00,Node_Warkop_Kusuma,31.5,36.2,60,Drizzle,Gerimis Ringan,4.7,0.2,82
2026-04-26T16:00,Node_Warkop_Kusuma,29.4,33.7,68,Rain,Hujan Ringan,6.7,1.3,94
2026-04-26T17:00,Node_Warkop_Kusuma,27.0,31.8,81,Drizzle,Gerimis Sedang,6.6,0.5,91
2026-04-26T18:00,Node_Warkop_Kusuma,25.4,30.0,88,Drizzle,Gerimis Ringan,7.1,0.1,86
2026-04-26T19:00,Node_Warkop_Kusuma,24.9,29.7,91,Drizzle,Gerimis Ringan,5.8,0.3,53
2026-04-26T20:00,Node_Warkop_Kusuma,25.0,30.5,92,Drizzle,Gerimis Ringan,2.6,0.1,98
2026-04-26T21:00,Node_Warkop_Kusuma,24.8,30.4,93,Drizzle,Gerimis Ringan,1.6,0.1,100
2026-04-26T22:00,Node_Warkop_Kusuma,24.5,29.6,94,Clouds,Mendung,5.0,0.0,100
2026-04-26T23:00,Node_Warkop_Kusuma,24.4,29.8,96,Clouds,Mendung,3.8,0.0,100
