waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-09T00:00,Node_Warkop_Kusuma,23.0,27.0,94,Clouds,Mendung,6.2,0.0,100
2026-04-09T01:00,Node_Warkop_Kusuma,23.0,27.3,97,Clouds,Mendung,6.9,0.0,100
2026-04-09T02:00,Node_Warkop_Kusuma,23.1,27.4,96,Clouds,Mendung,6.6,0.0,100
2026-04-09T03:00,Node_Warkop_Kusuma,23.0,27.3,97,Clouds,Mendung,6.6,0.0,100
2026-04-09T04:00,Node_Warkop_Kusuma,23.0,27.4,98,Clouds,Mendung,5.5,0.0,100
2026-04-09T05:00,Node_Warkop_Kusuma,22.8,27.2,98,Clouds,Mendung,5.7,0.0,100
2026-04-09T06:00,Node_Warkop_Kusuma,22.8,27.2,98,Clouds,Mendung,4.9,0.0,98
2026-04-09T07:00,Node_Warkop_Kusuma,24.7,29.9,92,Clouds,Mendung,3.9,0.0,95
2026-04-09T08:00,Node_Warkop_Kusuma,26.6,32.3,84,Clouds,Mendung,1.7,0.0,100
2026-04-09T09:00,Node_Warkop_Kusuma,28.1,34.3,77,Clouds,Mendung,0.0,0.0,95
2026-04-09T10:00,Node_Warkop_Kusuma,29.5,36.4,71,Drizzle,Gerimis Ringan,2.4,0.1,80
2026-04-09T11:00,Node_Warkop_Kusuma,30.5,38.2,68,Drizzle,Gerimis Ringan,3.2,0.1,53
2026-04-09T12:00,Node_Warkop_Kusuma,30.8,39.6,69,Drizzle,Gerimis Ringan,1.1,0.2,55
2026-04-09T13:00,Node_Warkop_Kusuma,28.5,34.3,77,Drizzle,Gerimis Ringan,14.9,0.3,95
2026-04-09T14:00,Node_Warkop_Kusuma,26.1,31.6,88,Rain,Hujan Sedang,4.2,3.5,100
2026-04-09T15:00,Node_Warkop_Kusuma,25.9,30.2,85,Rain,Hujan Ringan,7.9,1.5,100
2026-04-09T16:00,Node_Warkop_Kusuma,25.2,30.7,89,Rain,Hujan Sedang,0.7,5.0,100
2026-04-09T17:00,Node_Warkop_Kusuma,24.8,29.9,94,Drizzle,Gerimis Lebat,5.7,1.1,100
2026-04-09T18:00,Node_Warkop_Kusuma,24.4,29.0,96,Drizzle,Gerimis Sedang,8.7,0.8,100
2026-04-09T19:00,Node_Warkop_Kusuma,25.1,30.4,94,Drizzle,Gerimis Sedang,6.7,0.7,100
2026-04-09T20:00,Node_Warkop_Kusuma,25.0,30.8,97,Drizzle,Gerimis Ringan,4.3,0.1,100
2026-04-09T21:00,Node_Warkop_Kusuma,24.8,30.3,98,Drizzle,Gerimis Ringan,5.6,0.1,100
2026-04-09T22:00,Node_Warkop_Kusuma,24.5,29.6,97,Drizzle,Gerimis Ringan,7.1,0.1,100
2026-04-09T23:00,Node_Warkop_Kusuma,24.4,29.3,96,Drizzle,Gerimis Ringan,6.7,0.1,100
