waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-23T00:00,Node_Warkop_Kusuma,23.5,28.7,99,Clouds,Mendung,2.7,0.0,100
2026-04-23T01:00,Node_Warkop_Kusuma,23.8,28.5,97,Clouds,Berawan,6.9,0.0,62
2026-04-23T02:00,Node_Warkop_Kusuma,23.5,28.2,97,Clouds,Berawan,5.2,0.0,70
2026-04-23T03:00,Node_Warkop_Kusuma,23.1,27.9,97,Clouds,Mendung,3.6,0.0,96
2026-04-23T04:00,Node_Warkop_Kusuma,23.0,27.8,97,Clouds,Mendung,2.1,0.0,100
2026-04-23T05:00,Node_Warkop_Kusuma,22.7,27.7,97,Clouds,Mendung,0.5,0.0,100
2026-04-23T06:00,Node_Warkop_Kusuma,22.8,27.5,98,Clouds,Mendung,3.1,0.0,100
2026-04-23T07:00,Node_Warkop_Kusuma,23.8,28.6,95,Clouds,Mendung,4.3,0.0,100
2026-04-23T08:00,Node_Warkop_Kusuma,25.6,30.9,87,Clouds,Mendung,2.7,0.0,91
2026-04-23T09:00,Node_Warkop_Kusuma,27.5,32.7,79,Clouds,Berawan,5.4,0.0,61
2026-04-23T10:00,Node_Warkop_Kusuma,29.2,34.8,71,Clouds,Mendung,8.8,0.0,84
2026-04-23T11:00,Node_Warkop_Kusuma,30.5,36.1,65,Clouds,Mendung,12.0,0.0,87
2026-04-23T12:00,Node_Warkop_Kusuma,31.0,36.3,62,Clear,Cerah,12.4,0.0,13
2026-04-23T13:00,Node_Warkop_Kusuma,31.2,35.8,61,Clear,Cerah,16.7,0.0,6
2026-04-23T14:00,Node_Warkop_Kusuma,31.2,35.7,61,Clear,Cerah,15.1,0.0,3
2026-04-23T15:00,Node_Warkop_Kusuma,30.9,34.1,63,Drizzle,Gerimis Ringan,15.8,0.2,19
2026-04-23T16:00,Node_Warkop_Kusuma,29.6,32.6,68,Drizzle,Gerimis Ringan,18.0,0.1,21
2026-04-23T17:00,Node_Warkop_Kusuma,27.8,31.7,79,Clouds,Mendung,14.2,0.0,90
2026-04-23T18:00,Node_Warkop_Kusuma,26.5,31.0,84,Clouds,Mendung,9.7,0.0,87
2026-04-23T19:00,Node_Warkop_Kusuma,26.2,31.6,89,Clouds,Mendung,5.7,0.0,96
2026-04-23T20:00,Node_Warkop_Kusuma,25.6,31.6,92,Clouds,Mendung,2.7,0.0,99
2026-04-23T21:00,Node_Warkop_Kusuma,25.4,31.2,92,Clouds,Mendung,1.3,0.0,100
2026-04-23T22:00,Node_Warkop_Kusuma,25.0,30.7,93,Clouds,Mendung,2.4,0.0,100
2026-04-23T23:00,Node_Warkop_Kusuma,24.6,30.4,95,Clouds,Mendung,1.0,0.0,83
