waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-06T00:00,Node_Warkop_Kusuma,24.3,29.1,95,Clouds,Mendung,6.5,0.0,98
2026-04-06T01:00,Node_Warkop_Kusuma,24.4,29.3,95,Clouds,Mendung,6.4,0.0,98
2026-04-06T02:00,Node_Warkop_Kusuma,24.1,28.6,96,Clouds,Mendung,8.4,0.0,100
2026-04-06T03:00,Node_Warkop_Kusuma,23.9,28.7,96,Clouds,Mendung,4.6,0.0,100
2026-04-06T04:00,Node_Warkop_Kusuma,23.5,28.6,97,Clouds,Mendung,3.3,0.0,100
2026-04-06T05:00,Node_Warkop_Kusuma,23.5,28.4,97,Clouds,Mendung,4.2,0.0,100
2026-04-06T06:00,Node_Warkop_Kusuma,23.5,28.2,98,Clouds,Mendung,5.8,0.0,100
2026-04-06T07:00,Node_Warkop_Kusuma,24.8,30.1,94,Clouds,Mendung,5.0,0.0,100
2026-04-06T08:00,Node_Warkop_Kusuma,26.5,31.8,88,Clouds,Mendung,6.2,0.0,100
2026-04-06T09:00,Node_Warkop_Kusuma,28.2,33.5,76,Clouds,Mendung,5.2,0.0,99
2026-04-06T10:00,Node_Warkop_Kusuma,29.6,36.0,68,Drizzle,Gerimis Ringan,3.7,0.1,83
2026-04-06T11:00,Node_Warkop_Kusuma,30.4,38.2,68,Drizzle,Gerimis Ringan,2.0,0.1,100
2026-04-06T12:00,Node_Warkop_Kusuma,31.0,39.3,66,Clouds,Mendung,1.1,0.0,100
2026-04-06T13:00,Node_Warkop_Kusuma,31.1,37.4,60,Clouds,Mendung,1.9,0.0,100
2026-04-06T14:00,Node_Warkop_Kusuma,30.5,36.9,65,Clouds,Mendung,4.9,0.0,100
2026-04-06T15:00,Node_Warkop_Kusuma,26.7,30.6,84,Rain,Hujan Ringan,14.4,1.3,100
2026-04-06T16:00,Node_Warkop_Kusuma,26.5,30.5,83,Drizzle,Gerimis Ringan,12.0,0.1,100
2026-04-06T17:00,Node_Warkop_Kusuma,25.9,30.5,84,Clouds,Mendung,6.7,0.0,100
2026-04-06T18:00,Node_Warkop_Kusuma,25.2,30.1,85,Drizzle,Gerimis Ringan,2.2,0.2,100
2026-04-06T19:00,Node_Warkop_Kusuma,24.6,29.8,95,Drizzle,Gerimis Ringan,5.2,0.1,100
2026-04-06T20:00,Node_Warkop_Kusuma,24.5,30.2,97,Clouds,Mendung,3.6,0.0,98
2026-04-06T21:00,Node_Warkop_Kusuma,24.3,29.7,99,Clouds,Mendung,4.7,0.0,89
2026-04-06T22:00,Node_Warkop_Kusuma,24.1,29.4,98,Clouds,Mendung,4.6,0.0,95
2026-04-06T23:00,Node_Warkop_Kusuma,23.9,29.1,98,Clouds,Berawan,4.1,0.0,66
