waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-05-12T00:00,Node_Warkop_Kusuma,25.1,29.4,86,Clouds,Sebagian Berawan,7.3,0.0,49
2026-05-12T01:00,Node_Warkop_Kusuma,24.8,29.3,88,Clouds,Mendung,5.7,0.0,84
2026-05-12T02:00,Node_Warkop_Kusuma,24.5,29.1,90,Clouds,Mendung,5.7,0.0,98
2026-05-12T03:00,Node_Warkop_Kusuma,24.2,28.8,92,Clouds,Mendung,5.4,0.0,82
2026-05-12T04:00,Node_Warkop_Kusuma,24.1,28.7,92,Clouds,Mendung,5.8,0.0,90
2026-05-12T05:00,Node_Warkop_Kusuma,23.9,28.4,93,Clouds,Mendung,5.4,0.0,91
2026-05-12T06:00,Node_Warkop_Kusuma,23.8,28.6,94,Clouds,Mendung,3.4,0.0,95
2026-05-12T07:00,Node_Warkop_Kusuma,25.8,30.3,86,Clouds,Mendung,7.6,0.0,97
2026-05-12T08:00,Node_Warkop_Kusuma,27.8,32.6,77,Clouds,Mendung,6.8,0.0,98
2026-05-12T09:00,Node_Warkop_Kusuma,29.4,34.2,70,Clouds,Mendung,6.0,0.0,88
2026-05-12T10:00,Node_Warkop_Kusuma,30.4,36.4,66,Clouds,Berawan,5.4,0.0,77
2026-05-12T11:00,Node_Warkop_Kusuma,31.0,37.4,65,Clouds,Mendung,6.3,0.0,94
2026-05-12T12:00,Node_Warkop_Kusuma,31.4,37.6,62,Clouds,Mendung,9.0,0.0,97
2026-05-12T13:00,Node_Warkop_Kusuma,30.8,36.5,66,Drizzle,Gerimis Ringan,8.0,0.1,90
2026-05-12T14:00,Node_Warkop_Kusuma,30.4,36.5,69,Drizzle,Gerimis Sedang,6.7,0.7,70
2026-05-12T15:00,Node_Warkop_Kusuma,31.0,35.9,63,Clouds,Berawan,4.3,0.0,72
2026-05-12T16:00,Node_Warkop_Kusuma,30.3,34.8,64,Clouds,Mendung,5.3,0.0,85
2026-05-12T17:00,Node_Warkop_Kusuma,28.9,33.6,72,Clouds,Mendung,7.0,0.0,88
2026-05-12T18:00,Node_Warkop_Kusuma,27.3,31.4,79,Clouds,Berawan,11.0,0.0,65
2026-05-12T19:00,Node_Warkop_Kusuma,26.7,30.5,84,Clouds,Sebagian Berawan,14.2,0.0,45
2026-05-12T20:00,Node_Warkop_Kusuma,26.2,30.0,84,Clouds,Sebagian Berawan,12.8,0.0,25
2026-05-12T21:00,Node_Warkop_Kusuma,26.0,29.1,81,Clouds,Sebagian Berawan,14.2,0.0,21
2026-05-12T22:00,Node_Warkop_Kusuma,25.6,28.7,81,Clouds,Sebagian Berawan,13.0,0.0,39
2026-05-12T23:00,Node_Warkop_Kusuma,25.1,28.4,84,Clouds,Sebagian Berawan,11.9,0.0,25
