waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness,sumber
2026-05-24T04:22,Sukoharjo,31.9,38.9,81,Clouds,Sebagian Berawan,2.7,0,13,current
