waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-11T00:00,Node_Warkop_Kusuma,23.9,29.3,99,Clouds,Mendung,4.1,0.0,100
2026-04-11T01:00,Node_Warkop_Kusuma,24.0,29.3,99,Clouds,Mendung,5.5,0.0,100
2026-04-11T02:00,Node_Warkop_Kusuma,23.9,29.1,99,Drizzle,Gerimis Ringan,4.0,0.1,100
2026-04-11T03:00,Node_Warkop_Kusuma,23.6,28.7,99,Clouds,Mendung,4.9,0.0,100
2026-04-11T04:00,Node_Warkop_Kusuma,23.3,28.1,99,Clouds,Mendung,5.1,0.0,89
2026-04-11T05:00,Node_Warkop_Kusuma,23.2,27.7,97,Clouds,Mendung,6.3,0.0,99
2026-04-11T06:00,Node_Warkop_Kusuma,23.5,27.8,96,Clouds,Mendung,6.9,0.0,100
2026-04-11T07:00,Node_Warkop_Kusuma,24.6,29.5,94,Clouds,Sebagian Berawan,7.1,0.0,24
2026-04-11T08:00,Node_Warkop_Kusuma,26.4,31.3,86,Clear,Cerah,7.3,0.0,13
2026-04-11T09:00,Node_Warkop_Kusuma,28.0,33.0,78,Clear,Cerah,8.0,0.0,13
2026-04-11T10:00,Node_Warkop_Kusuma,29.2,35.5,74,Clouds,Sebagian Berawan,6.9,0.0,33
2026-04-11T11:00,Node_Warkop_Kusuma,30.4,37.8,70,Clouds,Mendung,5.8,0.0,100
2026-04-11T12:00,Node_Warkop_Kusuma,31.2,38.9,66,Clouds,Mendung,4.5,0.0,100
2026-04-11T13:00,Node_Warkop_Kusuma,30.9,38.9,70,Drizzle,Gerimis Ringan,2.6,0.1,100
2026-04-11T14:00,Node_Warkop_Kusuma,26.4,30.5,85,Rain,Hujan Lebat,12.7,8.2,100
2026-04-11T15:00,Node_Warkop_Kusuma,25.6,30.5,89,Drizzle,Gerimis Sedang,6.5,0.5,100
2026-04-11T16:00,Node_Warkop_Kusuma,25.9,31.0,89,Drizzle,Gerimis Ringan,6.0,0.4,100
2026-04-11T17:00,Node_Warkop_Kusuma,24.1,28.7,93,Rain,Hujan Sedang,6.0,5.2,100
2026-04-11T18:00,Node_Warkop_Kusuma,24.0,28.9,96,Drizzle,Gerimis Sedang,6.4,0.5,100
2026-04-11T19:00,Node_Warkop_Kusuma,24.4,29.1,92,Drizzle,Gerimis Sedang,5.7,0.5,100
2026-04-11T20:00,Node_Warkop_Kusuma,24.0,28.9,95,Drizzle,Gerimis Ringan,4.9,0.3,100
2026-04-11T21:00,Node_Warkop_Kusuma,24.0,29.1,96,Drizzle,Gerimis Ringan,4.0,0.3,100
2026-04-11T22:00,Node_Warkop_Kusuma,23.7,28.5,98,Clouds,Mendung,6.2,0.0,99
2026-04-11T23:00,Node_Warkop_Kusuma,23.6,28.5,98,Clouds,Mendung,4.7,0.0,100
