waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness,sumber
2026-05-24T04:45,Sukoharjo,31.85,38.85,73,Clouds,Sebagian Berawan,2.69,0,14,current
