waktu,kota,suhu,suhu_terasa,kelembapan,kondisi,deskripsi,kecepatan_angin,curah_hujan,cloudiness
2026-04-18T00:00,Node_Warkop_Kusuma,23.2,27.5,94,Clouds,Berawan,5.6,0.0,55
2026-04-18T01:00,Node_Warkop_Kusuma,23.8,29.1,96,Clouds,Sebagian Berawan,1.3,0.0,30
2026-04-18T02:00,Node_Warkop_Kusuma,23.6,28.7,96,Clouds,Sebagian Berawan,2.5,0.0,28
2026-04-18T03:00,Node_Warkop_Kusuma,23.5,28.4,96,Clouds,Sebagian Berawan,4.0,0.0,26
2026-04-18T04:00,Node_Warkop_Kusuma,23.4,28.2,97,Clouds,Sebagian Berawan,4.0,0.0,28
2026-04-18T05:00,Node_Warkop_Kusuma,23.3,28.0,99,Clouds,Sebagian Berawan,5.9,0.0,47
2026-04-18T06:00,Node_Warkop_Kusuma,23.4,27.8,99,Clouds,Berawan,7.6,0.0,78
2026-04-18T07:00,Node_Warkop_Kusuma,25.1,29.7,90,Clear,Cerah,7.4,0.0,3
2026-04-18T08:00,Node_Warkop_Kusuma,27.0,31.9,81,Clear,Cerah,6.5,0.0,2
2026-04-18T09:00,Node_Warkop_Kusuma,28.8,33.6,72,Clear,Cerah,6.4,0.0,3
2026-04-18T10:00,Node_Warkop_Kusuma,30.0,35.5,63,Clouds,Sebagian Berawan,5.6,0.0,23
2026-04-18T11:00,Node_Warkop_Kusuma,30.8,36.6,59,Clouds,Sebagian Berawan,5.9,0.0,30
2026-04-18T12:00,Node_Warkop_Kusuma,31.2,37.4,57,Clouds,Mendung,5.5,0.0,86
2026-04-18T13:00,Node_Warkop_Kusuma,32.0,37.9,51,Clouds,Mendung,2.4,0.0,88
2026-04-18T14:00,Node_Warkop_Kusuma,32.2,37.7,52,Clouds,Mendung,1.0,0.0,95
2026-04-18T15:00,Node_Warkop_Kusuma,31.8,36.1,53,Clouds,Berawan,3.5,0.0,76
2026-04-18T16:00,Node_Warkop_Kusuma,30.6,34.6,59,Clouds,Mendung,4.9,0.0,80
2026-04-18T17:00,Node_Warkop_Kusuma,28.6,33.1,72,Clouds,Mendung,7.6,0.0,99
2026-04-18T18:00,Node_Warkop_Kusuma,27.4,31.6,75,Clouds,Mendung,7.6,0.0,100
2026-04-18T19:00,Node_Warkop_Kusuma,26.8,30.3,77,Clouds,Mendung,11.3,0.0,100
2026-04-18T20:00,Node_Warkop_Kusuma,26.3,31.5,81,Drizzle,Gerimis Ringan,1.3,0.1,100
2026-04-18T21:00,Node_Warkop_Kusuma,25.4,30.9,89,Drizzle,Gerimis Ringan,2.0,0.4,100
2026-04-18T22:00,Node_Warkop_Kusuma,25.0,30.7,93,Clouds,Mendung,2.1,0.0,98
2026-04-18T23:00,Node_Warkop_Kusuma,24.8,30.2,95,Clouds,Mendung,4.0,0.0,98
